Epic Id,CPT4 Code,Epic name,CPT4 name,Comp. score,Max score,Ratio,Matching words,Unmatched words
1071511500,15115,"EPIDERMAL AUTOGRAFT, FIRST 100 SQ CM OR LESS","Epidermal autograft, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits; first 100 sq cm or less, or 1% of body area of infants and children",0.2916666666666667,0.2916666666666667,1.0,"100, autograft, cm, epidermal, first, less, sq","1, area, body, children, digits, ears, eyelids, face, feet, genitalia, hands, infants, mouth, multiple, neck, orbits, scalp"
1071511600,15116,"EPIDERMAL AUTOGRAFT, EACH ADDITIONAL 100 SQ CM OR LESS","Epidermal autograft, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits; each additional 100 sq cm, or each additional 1% of body area of infants and children, or part thereof (List separately in addition to co",0.22580645161290322,0.25806451612903225,0.875,"100, additional, autograft, cm, each, epidermal, sq","1, addition, area, body, children, co, digits, ears, eyelids, face, feet, genitalia, hands, infants, less, list, mouth, multiple, neck, orbits, part, scalp, separately, thereof"
1071512000,15120,"SPLIT-THICKNESS AUTOGRAFT, FACE, SCALP, EYELIDS, MOUTH, NECK, EARS, ORBITS, GENITALIA, HANDS, FEET, AND/OR MULTIPLE DIGITS; FIRST 100 SQ CM OR LESS, OR 1% OF BODY AREA OF INFANTS AND CHILDREN (EXCEPT","Split-thickness autograft, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits; first 100 sq cm or less, or 1% of body area of infants and children (except 15050)",0.9629629629629629,0.9629629629629629,1.0,"1, 100, area, autograft, body, children, cm, digits, ears, except, eyelids, face, feet, first, genitalia, hands, infants, less, mouth, multiple, neck, orbits, scalp, split, sq, thickness",15050
1071512100,15121,"SPLIT THICKNESS AUTOGRAFT, EACH ADDITIONAL 100 SQ CM OR LESS","Split-thickness autograft, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits; each additional 100 sq cm, or each additional 1% of body area of infants and children, or part thereof (List separately in addition",0.25806451612903225,0.2903225806451613,0.8888888888888888,"100, additional, autograft, cm, each, split, sq, thickness","1, addition, area, body, children, digits, ears, eyelids, face, feet, genitalia, hands, infants, less, list, mouth, multiple, neck, orbits, part, scalp, separately, thereof"
1071513000,15130,"DERMAL AUTOGRAFT OF UPPER LIMB, FIRST 100 SQ CM OR LESS","Dermal autograft, trunk, arms, legs; first 100 sq cm or less, or 1% of body area of infants and children",0.4117647058823529,0.5294117647058824,0.7777777777777777,"100, autograft, cm, dermal, first, less, sq","1, area, arms, body, children, infants, legs, limb, trunk, upper"
1071513100,15131,"DERMAL AUTOGRAFT OF UPPER LIMB, EACH ADDITIONAL 100 SQ CM OR LESS","Dermal autograft, trunk, arms, legs; each additional 100 sq cm, or each additional 1% of body area of infants and children, or part thereof (List separately in addition to code for primary procedure)",0.2692307692307692,0.38461538461538464,0.7,"100, additional, autograft, cm, dermal, each, sq","1, addition, area, arms, body, children, code, infants, legs, less, limb, list, part, primary, procedure, separately, thereof, trunk, upper"
1071513500,15135,"DERMAL AUTOGRAFT, FIRST 100 SQ CM OR LESS","Dermal autograft, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits; first 100 sq cm or less, or 1% of body area of infants and children",0.2916666666666667,0.2916666666666667,1.0,"100, autograft, cm, dermal, first, less, sq","1, area, body, children, digits, ears, eyelids, face, feet, genitalia, hands, infants, mouth, multiple, neck, orbits, scalp"
1071513600,15136,"DERMAL AUTOGRAFT, EACH ADDITIONAL 100 SQ CM OR LESS","Dermal autograft, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits; each additional 100 sq cm, or each additional 1% of body area of infants and children, or part thereof (List separately in addition to code ",0.22580645161290322,0.25806451612903225,0.875,"100, additional, autograft, cm, dermal, each, sq","1, addition, area, body, children, code, digits, ears, eyelids, face, feet, genitalia, hands, infants, less, list, mouth, multiple, neck, orbits, part, scalp, separately, thereof"
1071515000,15150,"TISSUE CULTURED SKIN AUTOGRAFT OF UPPER LIMB, FIRST 25 SQ CM OR LESS","Tissue cultured skin autograft, trunk, arms, legs; first 25 sq cm or less",0.6428571428571429,0.7857142857142857,0.8181818181818182,"25, autograft, cm, cultured, first, less, skin, sq, tissue","arms, legs, limb, trunk, upper"
1071515100,15151,"TISSUE CULTURED SKIN AUTOGRAFT OF UPPER LIMB, ADDITIONAL 1 TO 75 SQ CM","Tissue cultured skin autograft, trunk, arms, legs; additional 1 sq cm to 75 sq cm (List separately in addition to code for primary procedure)",0.45,0.55,0.8181818181818181,"1, 75, additional, autograft, cm, cultured, skin, sq, tissue","addition, arms, code, legs, limb, list, primary, procedure, separately, trunk, upper"
1071515200,15152,"TISSUE CULTURED SKIN AUTOGRAFT OF UPPER LIMB, EACH ADDITIONAL 100 SQ CM","Tissue cultured skin autograft, trunk, arms, legs; each additional 100 sq cm, or each additional 1% of body area of infants and children, or part thereof (List separately in addition to code for primary procedure)",0.3333333333333333,0.4074074074074074,0.8181818181818182,"100, additional, autograft, cm, cultured, each, skin, sq, tissue","1, addition, area, arms, body, children, code, infants, legs, limb, list, part, primary, procedure, separately, thereof, trunk, upper"
1071515500,15155,"TISSUE CULTURED SKIN AUTOGRAFT, FIRST 25 SQ CM OR LESS","Tissue cultured skin autograft, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits; first 25 sq cm or less",0.42857142857142855,0.42857142857142855,1.0,"25, autograft, cm, cultured, first, less, skin, sq, tissue","digits, ears, eyelids, face, feet, genitalia, hands, mouth, multiple, neck, orbits, scalp"
1071515600,15156,"TISSUE CULTURED SKIN AUTOGRAFT, ADDITIONAL 1 TO 75 SQ CM","Tissue cultured skin autograft, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits; additional 1 sq cm to 75 sq cm (List separately in addition to code for primary procedure)",0.3333333333333333,0.3333333333333333,1.0,"1, 75, additional, autograft, cm, cultured, skin, sq, tissue","addition, code, digits, ears, eyelids, face, feet, genitalia, hands, list, mouth, multiple, neck, orbits, primary, procedure, scalp, separately"
1071515700,15157,"TISSUE CULTURED SKIN AUTOGRAFT, EACH ADDITIONAL 100 SQ CM","Tissue cultured skin autograft, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits; each additional 100 sq cm, or each additional 1% of body area of infants and children, or part thereof (List separately in add",0.2903225806451613,0.2903225806451613,1.0,"100, additional, autograft, cm, cultured, each, skin, sq, tissue","1, add, area, body, children, digits, ears, eyelids, face, feet, genitalia, hands, infants, list, mouth, multiple, neck, orbits, part, scalp, separately, thereof"
1071520000,15200,"FULL THICKNESS FREE GRAFT, 20 SQ CM OR LESS, INCLUDING DIRECT CLOSURE OF DONOR SITE","Full thickness graft, free, including direct closure of donor site, trunk; 20 sq cm or less",0.9285714285714286,0.9285714285714286,1.0,"20, closure, cm, direct, donor, free, full, graft, including, less, site, sq, thickness",trunk
1071520100,15201,"FULL THICKNESS FREE GRAFT, EACH ADDITIONAL 20 SQ CM OR LESS, INCLUDING DIRECT CLOSURE OF DONOR SITE","Full thickness graft, free, including direct closure of donor site, trunk; each additional 20 sq cm, or part thereof (List separately in addition to code for primary procedure)",0.5833333333333334,0.625,0.9333333333333333,"20, additional, closure, cm, direct, donor, each, free, full, graft, including, site, sq, thickness","addition, code, less, list, part, primary, procedure, separately, thereof, trunk"
1071522000,15220,"FULL THICKNESS FREE GRAFT, SCALP, ARM, LEG 20 SQ CM OR LESS, INCLUDING DIRECT CLOSURE OF DONOR SITE","Full thickness graft, free, including direct closure of donor site, scalp, arms, and/or legs; 20 sq cm or less",0.7777777777777778,0.8888888888888888,0.8750000000000001,"20, closure, cm, direct, donor, free, full, graft, including, less, scalp, site, sq, thickness","arm, arms, leg, legs"
1071522100,15221,"FULL THICKNESS FREE GRAFT, SCALP, ARM, LEG, EACH ADDITIONAL 20 SQ CM OR LESS, INCLUDING DIRECT CLOSURE OF DONOR SITE","Full thickness graft, free, including direct closure of donor site, scalp, arms, and/or legs; each additional 20 sq cm, or part thereof (List separately in addition to code for primary procedure)",0.5357142857142857,0.6428571428571429,0.8333333333333333,"20, additional, closure, cm, direct, donor, each, free, full, graft, including, scalp, site, sq, thickness","addition, arm, arms, code, leg, legs, less, list, part, primary, procedure, separately, thereof"
1071524000,15240,"FULL THICKNESS FREE GRAFT, HEAD, FACE, HAND, 20 SQ CM OR LESS, INCLUDING DIRECT CLOSURE OF DONOR SITE","Full thickness graft, free, including direct closure of donor site, forehead, cheeks, chin, mouth, neck, axillae, genitalia, hands, and/or feet; 20 sq cm or less",0.52,0.64,0.8125,"20, closure, cm, direct, donor, free, full, graft, including, less, site, sq, thickness","axillae, cheeks, chin, face, feet, forehead, genitalia, hand, hands, head, mouth, neck"
1071524100,15241,"FULL THICKNESS FREE GRAFT, HEAD, FACE, HAND, EACH ADDITIONAL 20 SQ CM OR LESS, INCLUDING DIRECT CLOSURE OF DONOR SITE","Full thickness graft, free, including direct closure of donor site, forehead, cheeks, chin, mouth, neck, axillae, genitalia, hands, and/or feet; each additional 20 sq cm, or part thereof (List separately in addition to code for primary procedure)",0.4,0.5142857142857142,0.7777777777777779,"20, additional, closure, cm, direct, donor, each, free, full, graft, including, site, sq, thickness","addition, axillae, cheeks, chin, code, face, feet, forehead, genitalia, hand, hands, head, less, list, mouth, neck, part, primary, procedure, separately, thereof"
1071526000,15260,"FULL THICKNESS FREE GRAFT, FIRST 20 SQ CM OR LESS, INCLUDING DIRECT CLOSURE OF DONOR SITE","Full thickness graft, free, including direct closure of donor site, nose, ears, eyelids, and/or lips; 20 sq cm or less",0.7222222222222222,0.7777777777777778,0.9285714285714285,"20, closure, cm, direct, donor, free, full, graft, including, less, site, sq, thickness","ears, eyelids, first, lips, nose"
1071526100,15261,"FULL THICKNESS FREE GRAFT, NOSE, EAR, LID, EACH ADDITIONAL 20 SQ CM OR LESS, INCLUDING DIRECT CLOSURE OF DONOR SITE","Full thickness graft, free, including direct closure of donor site, nose, ears, eyelids, and/or lips; each additional 20 sq cm, or part thereof (List separately in addition to code for primary procedure)",0.5172413793103449,0.6206896551724138,0.8333333333333334,"20, additional, closure, cm, direct, donor, each, free, full, graft, including, nose, site, sq, thickness","addition, code, ear, ears, eyelids, less, lid, lips, list, part, primary, procedure, separately, thereof"
1071527100,15271,"APPLICATION OF SKIN SUBSTITUTE GRAFT, FIRST 25 SQ CM OF 100 SQ CM OR GREATER TOTAL WOUND SURFACE AREA","Application of skin substitute graft to trunk, arms, legs, total wound surface area up to 100 sq cm; first 25 sq cm or less wound surface area",0.6842105263157895,0.7368421052631579,0.9285714285714286,"100, 25, application, area, cm, first, graft, skin, sq, substitute, surface, total, wound","arms, greater, legs, less, trunk, up"
1071527200,15272,"APPLICATION OF SKIN SUBSTITUTE GRAFT TO TRUNK, ARMS, LEGS, EACH ADDITIONAL 25 SQ CM OF 100 SQ CM OR GREATER TOTAL WOUND SURFACE AREA","Application of skin substitute graft to trunk, arms, legs, total wound surface area up to 100 sq cm; each additional 25 sq cm wound surface area, or part thereof (List separately in addition to code for primary procedure)",0.6296296296296297,0.6666666666666666,0.9444444444444445,"100, 25, additional, application, area, arms, cm, each, graft, legs, skin, sq, substitute, surface, total, trunk, wound","addition, code, greater, list, part, primary, procedure, separately, thereof, up"
1071527300,15273,"APPLICATION OF SKIN SUBSTITUTE GRAFT TO TRUNK, ARMS, LEGS, FIRST 100 SQ CM OF 100 SQ CM OR GREATER TOTAL WOUND SURFACE AREA","Application of skin substitute graft to trunk, arms, legs, total wound surface area greater than or equal to 100 sq cm; first 100 sq cm wound surface area, or 1% of body area of infants and children",0.7619047619047619,0.7619047619047619,1.0,"100, application, area, arms, cm, first, graft, greater, legs, skin, sq, substitute, surface, total, trunk, wound","1, body, children, equal, infants"
1071527400,15274,"APPLICATION OF SKIN SUBSTITUTE GRAFT TO TRUNK, ARMS, LEGS, EACH ADDITIONAL 100 SQ CM OR LESS OF 100 SQ CM OR GREATER TOTAL WOUND SURFACE AREA","Application of skin substitute graft to trunk, arms, legs, total wound surface area greater than or equal to 100 sq cm; each additional 100 sq cm wound surface area, or part thereof, or each additional 1% of body area of infants and children, or part ther",0.6538461538461539,0.6923076923076923,0.9444444444444445,"100, additional, application, area, arms, cm, each, graft, greater, legs, skin, sq, substitute, surface, total, trunk, wound","1, body, children, equal, infants, less, part, ther, thereof"
1071527500,15275,"APPLICATION OF SKIN SUBSTITUTE GRAFT TO FACE, SCALP, EYELIDS, MOUTH, NECK, EARS, ORBITS, GENITALIA, HANDS, FEET, AND/OR MULTIPLE DIGITS, TOTAL WOUND SURFACE AREA UP TO 100 SQ CM; FIRST 25 SQ CM OR LES","Application of skin substitute graft to face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits, total wound surface area up to 100 sq cm; first 25 sq cm or less wound surface area",0.9285714285714286,0.9642857142857143,0.962962962962963,"100, 25, application, area, cm, digits, ears, eyelids, face, feet, first, genitalia, graft, hands, mouth, multiple, neck, orbits, scalp, skin, sq, substitute, surface, total, up, wound","les, less"
1071527600,15276,"APPLICATION OF SKIN SUBSTITUTE GRAFT, EACH ADDITIONAL 25 SQ CM OF 100 SQ CM OR GREATER TOTAL WOUND SURFACE AREA","Application of skin substitute graft to face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits, total wound surface area up to 100 sq cm; each additional 25 sq cm wound surface area, or part thereof (List separatel",0.4375,0.46875,0.9333333333333333,"100, 25, additional, application, area, cm, each, graft, skin, sq, substitute, surface, total, wound","digits, ears, eyelids, face, feet, genitalia, greater, hands, list, mouth, multiple, neck, orbits, part, scalp, separatel, thereof, up"
1071527700,15277,"APPLICATION OF SKIN SUBSTITUTE GRAFT, FIRST 100 SQ CM OF 100 SQ CM OR GREATER TOTAL WOUND SURFACE AREA","Application of skin substitute graft to face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits, total wound surface area greater than or equal to 100 sq cm; first 100 sq cm wound surface area, or 1% of body area of",0.4642857142857143,0.4642857142857143,1.0,"100, application, area, cm, first, graft, greater, skin, sq, substitute, surface, total, wound","1, body, digits, ears, equal, eyelids, face, feet, genitalia, hands, mouth, multiple, neck, orbits, scalp"
1071527800,15278,"APPLICATION OF SKIN SUBSTITUTE GRAFT, EACH ADDITIONAL 100 SQ CM OR LESS OF 100 SQ CM OR GREATER TOTAL WOUND SURFACE AREA","Application of skin substitute graft to face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits, total wound surface area greater than or equal to 100 sq cm; each additional 100 sq cm wound surface area, or part the",0.4827586206896552,0.5172413793103449,0.9333333333333333,"100, additional, application, area, cm, each, graft, greater, skin, sq, substitute, surface, total, wound","digits, ears, equal, eyelids, face, feet, genitalia, hands, less, mouth, multiple, neck, orbits, part, scalp"
1071557000,15570,FORMATION OF TUBED PEDICLE GRAFT OF TRUNK WITHOUT TRANSFER,"Formation of direct or tubed pedicle, with or without transfer; trunk",0.75,0.875,0.8571428571428571,"formation, pedicle, transfer, trunk, tubed, without","direct, graft"
1071557200,15572,FORMATION OF TUBED PEDICLE GRAFT OF UPPER LIMB WITHOUT TRANSFER,"Formation of direct or tubed pedicle, with or without transfer; scalp, arms, or legs",0.4166666666666667,0.6666666666666666,0.6250000000000001,"formation, pedicle, transfer, tubed, without","arms, direct, graft, legs, limb, scalp, upper"
1071557400,15574,FORMATION OF TUBED PEDICLE GRAFT OF NECK WITHOUT TRANSFER,"Formation of direct or tubed pedicle, with or without transfer; forehead, cheeks, chin, mouth, neck, axillae, genitalia, hands or feet",0.375,0.4375,0.8571428571428571,"formation, neck, pedicle, transfer, tubed, without","axillae, cheeks, chin, direct, feet, forehead, genitalia, graft, hands, mouth"
1071557600,15576,FORMATION OF TUBED PEDICLE GRAFT OF NOSE WITHOUT TRANSFER,"Formation of direct or tubed pedicle, with or without transfer; eyelids, nose, ears, lips, or intraoral",0.5,0.5833333333333334,0.8571428571428571,"formation, nose, pedicle, transfer, tubed, without","direct, ears, eyelids, graft, intraoral, lips"
1071560000,15600,SECTIONING OF FLAP OF TRUNK,Delay of flap or sectioning of flap (division and inset); at trunk,0.5,0.5,1.0,"flap, sectioning, trunk","delay, division, inset"
1071561000,15610,SECTIONING OF FLAP OF UPPER LIMB,"Delay of flap or sectioning of flap (division and inset); at scalp, arms, or legs",0.2,0.4,0.5,"flap, sectioning","arms, delay, division, inset, legs, limb, scalp, upper"
1071562000,15620,SECTIONING OF FLAP OF NECK,"Delay of flap or sectioning of flap (division and inset); at forehead, cheeks, chin, neck, axillae, genitalia, hands, or feet",0.23076923076923078,0.23076923076923078,1.0,"flap, neck, sectioning","axillae, cheeks, chin, delay, division, feet, forehead, genitalia, hands, inset"
1071563000,15630,"SECTIONING OF FLAP OF NOSE, EYELIDS OR LIPS","Delay of flap or sectioning of flap (division and inset); at eyelids, nose, ears, or lips",0.5555555555555556,0.5555555555555556,1.0,"eyelids, flap, lips, nose, sectioning","delay, division, ears, inset"
1071565000,15650,TRANSFER OF PEDICLE FLAP GRAFT FROM ABDOMEN TO WRIST,"Transfer, intermediate, of any pedicle flap (eg, abdomen to wrist, Walking tube), any location",0.4166666666666667,0.5833333333333334,0.7142857142857143,"abdomen, flap, pedicle, transfer, wrist","any, from, graft, intermediate, location, tube, walking"
1071573100,15731,FORMATION OF PARAMEDIAN FOREHEAD FLAP GRAFT WITH PRESERVATION OF VASCULAR PEDICLE,"Forehead flap with preservation of vascular pedicle (eg, axial pattern flap, paramedian forehead flap)",0.6,0.8,0.7499999999999999,"flap, forehead, paramedian, pedicle, preservation, vascular","axial, formation, graft, pattern"
1071573200,15732,FORMATION OF TEMPORALIS MYCOCUTANEOUS FLAP GRAFT OF HEAD AND NECK,"Muscle, myocutaneous, or fasciocutaneous flap; head and neck (eg, temporalis, masseter muscle, sternocleidomastoid, levator scapulae)",0.2857142857142857,0.5,0.5714285714285714,"flap, head, neck, temporalis","fasciocutaneous, formation, graft, levator, masseter, muscle, mycocutaneous, myocutaneous, scapulae, sternocleidomastoid"
1071573400,15734,FORMATION OF MYCOCUTANEOUS FLAP GRAFT OF TRUNK,"Muscle, myocutaneous, or fasciocutaneous flap; trunk",0.25,0.625,0.4,"flap, trunk","fasciocutaneous, formation, graft, muscle, mycocutaneous, myocutaneous"
1071573600,15736,FORMATION OF MYCOCUTANEOUS FLAP GRAFT OF UPPER EXTREMITY,"Muscle, myocutaneous, or fasciocutaneous flap; upper extremity",0.3333333333333333,0.6666666666666666,0.5,"extremity, flap, upper","fasciocutaneous, formation, graft, muscle, mycocutaneous, myocutaneous"
1071573800,15738,FORMATION OF MYCOCUTANEOUS FLAP GRAFT OF LOWER EXTREMITY,"Muscle, myocutaneous, or fasciocutaneous flap; lower extremity",0.3333333333333333,0.6666666666666666,0.5,"extremity, flap, lower","fasciocutaneous, formation, graft, muscle, mycocutaneous, myocutaneous"
1071574000,15740,"FORMATION OF ISLAND PEDICLE FLAP GRAFT, INCLUDING IDENTIFICATION AND DISSECTION OF AN ANATOMICALLY NAMED AXIAL VESSEL",Flap; island pedicle requiring identification and dissection of an anatomically named axial vessel,0.6923076923076923,0.7692307692307693,0.8999999999999999,"anatomically, axial, dissection, flap, identification, island, named, pedicle, vessel","formation, graft, including, requiring"
1071575000,15750,FORMATION OF NEUROVASCULAR PEDICLE FLAP GRAFT,Flap; neurovascular pedicle,0.6,0.6,1.0,"flap, neurovascular, pedicle","formation, graft"
1071575600,15756,FREE MYCOCUTANEOUS FLAP WITH MICROVASCULAR ANASTOMOSIS,Free muscle or myocutaneous flap with microvascular anastomosis,0.5714285714285714,0.7142857142857143,0.7999999999999999,"anastomosis, flap, free, microvascular","muscle, mycocutaneous, myocutaneous"
1071575700,15757,FREE SKIN FLAP WITH MICROVASCULAR ANASTOMOSIS,Free skin flap with microvascular anastomosis,1.0,1.0,1.0,"anastomosis, flap, free, microvascular, skin",
1071575800,15758,FREE FASCIAL FLAP WITH MICROVASCULAR ANASTOMOSIS,Free fascial flap with microvascular anastomosis,1.0,1.0,1.0,"anastomosis, fascial, flap, free, microvascular",
1071576000,15760,"FULL THICKNESS COMPOSITE GRAFT OF NASAL ALA, INCLUDING PRIMARY CLOSURE OF DONOR AREA","Graft; composite (eg, full thickness of external ear or nasal ala), including primary closure, donor area",0.8461538461538461,0.8461538461538461,1.0,"ala, area, closure, composite, donor, full, graft, including, nasal, primary, thickness","ear, external"
1071577000,15770,DERMAL-FAT-FASCIA GRAFT,Graft; derma-fat-fascia,0.6,0.8,0.7499999999999999,"fascia, fat, graft","derma, dermal"
1071577500,15775,"PUNCH GRAFT FOR HAIR TRANSPLANT, 1 TO 15 PUNCH GRAFTS",Punch graft for hair transplant; 1 to 15 punch grafts,1.0,1.0,1.0,"1, 15, graft, grafts, hair, punch, transplant",
1071577600,15776,"PUNCH GRAFT FOR HAIR TRANSPLANT, MORE THAN 15 PUNCH GRAFTS",Punch graft for hair transplant; more than 15 punch grafts,1.0,1.0,1.0,"15, graft, grafts, hair, more, punch, transplant",
1071577700,15777,IMPLANTATION OF BIOLOGIC IMPLANT FOR REINFORCEMENT OF SOFT TISSUE OF TRUNK,"Implantation of biologic implant (eg, acellular dermal matrix) for soft tissue reinforcement (ie, breast, trunk) (List separately in addition to code for primary procedure)",0.3888888888888889,0.3888888888888889,1.0,"biologic, implant, implantation, reinforcement, soft, tissue, trunk","acellular, addition, breast, code, dermal, ie, list, matrix, primary, procedure, separately"
1071578000,15780,DERMABRASION OF WHOLE FACE FOR RHYTIDS,"Dermabrasion; total face (eg, for acne scarring, fine wrinkling, rhytids, general keratosis)",0.2727272727272727,0.36363636363636365,0.7499999999999999,"dermabrasion, face, rhytids","acne, fine, general, keratosis, scarring, total, whole, wrinkling"
1071578100,15781,DERMABRASION OF SEGMENT OF FACE,"Dermabrasion; segmental, face",0.5,0.75,0.6666666666666666,"dermabrasion, face","segment, segmental"
1071578200,15782,DERMABRASION PROCEDURE,"Dermabrasion; regional, other than face",0.2,0.4,0.5,dermabrasion,"face, other, procedure, regional"
1071172000,11720,DEBRIDEMENT OF 1-5 NAILS,Debridement of nail(s) by any method(s); 1 to 5,0.42857142857142855,0.5714285714285714,0.75,"1, 5, debridement","any, method, nail, nails"
1071172100,11721,DEBRIDEMENT OF 6 OR MORE NAILS,Debridement of nail(s) by any method(s); 6 or more,0.42857142857142855,0.5714285714285714,0.75,"6, debridement, more","any, method, nail, nails"
1071173000,11730,SIMPLE PARTIAL AVULSION OF SINGLE NAIL PLATE,"Avulsion of nail plate, partial or complete, simple; single",0.8571428571428571,0.8571428571428571,1.0,"avulsion, nail, partial, plate, simple, single",complete
1071173200,11732,SIMPLE PARTIAL AVULSION OF EACH ADDITIONAL NAIL PLATE,"Avulsion of nail plate, partial or complete, simple; each additional nail plate (List separately in addition to code for primary procedure)",0.5,0.5,1.0,"additional, avulsion, each, nail, partial, plate, simple","addition, code, complete, list, primary, procedure, separately"
1071174000,11740,EVACUATION OF SUBUNGUAL HEMATOMA,Evacuation of subungual hematoma,1.0,1.0,1.0,"evacuation, hematoma, subungual",
1071175000,11750,PARTIAL EXCISION OF NAIL AND NAIL MATRIX FOR PERMANENT REMOVAL OF INGROWN NAIL,"Excision of nail and nail matrix, partial or complete (eg, ingrown or deformed nail), for permanent removal",0.7777777777777778,0.7777777777777778,1.0,"excision, ingrown, matrix, nail, partial, permanent, removal","complete, deformed"
1071175200,11752,PARTIAL EXCISION OF NAIL AND NAIL MATRIX WITH AMPUTATION OF TUFT OF DISTAL PHALANX. FOR PERMANENT REMOVAL OF INGROWN NAIL,"Excision of nail and nail matrix, partial or complete (eg, ingrown or deformed nail), for permanent removal; with amputation of tuft of distal phalanx",0.8461538461538461,0.8461538461538461,1.0,"amputation, distal, excision, ingrown, matrix, nail, partial, permanent, phalanx, removal, tuft","complete, deformed"
1071175500,11755,BIOPSY OF PROXIMAL NAIL FOLD,"Biopsy of nail unit (eg, plate, bed, matrix, hyponychium, proximal and lateral nail folds) (separate procedure)",0.23076923076923078,0.3076923076923077,0.75,"biopsy, nail, proximal","bed, fold, folds, hyponychium, lateral, matrix, plate, procedure, separate, unit"
1071176000,11760,REPAIR OF NAIL BED,Repair of nail bed,1.0,1.0,1.0,"bed, nail, repair",
1071176200,11762,RECONSTRUCTION OF NAIL BED WITH GRAFT,Reconstruction of nail bed with graft,1.0,1.0,1.0,"bed, graft, nail, reconstruction",
1071176500,11765,WEDGE EXCISION OF SKIN OF NAIL FOLD FOR INGROWN TOENAIL,"Wedge excision of skin of nail fold (eg, for ingrown toenail)",1.0,1.0,1.0,"excision, fold, ingrown, nail, skin, toenail, wedge",
1071177000,11770,SIMPLE EXCISION OF PILONIDAL SINUS,Excision of pilonidal cyst or sinus; simple,0.8,0.8,1.0,"excision, pilonidal, simple, sinus",cyst
1071177100,11771,EXTENSIVE EXCISION OF PILONIDAL SINUS,Excision of pilonidal cyst or sinus; extensive,0.8,0.8,1.0,"excision, extensive, pilonidal, sinus",cyst
1071177200,11772,COMPLICATED EXCISION OF PILONIDAL SINUS,Excision of pilonidal cyst or sinus; complicated,0.8,0.8,1.0,"complicated, excision, pilonidal, sinus",cyst
1071190000,11900,INTRALESIONAL INJECTION OF 1 TO 7 LESIONS,"Injection, intralesional; up to and including 7 lesions",0.5714285714285714,0.7142857142857143,0.7999999999999999,"7, injection, intralesional, lesions","1, including, up"
1071190100,11901,INTRALESIONAL INJECTION OF MORE THAN 7 LESIONS,"Injection, intralesional; more than 7 lesions",1.0,1.0,1.0,"7, injection, intralesional, lesions, more",
1071192000,11920,"TATTOOING TO CORRECT MICROPIGMENTATION OF SKIN, 6.0 SQUARE CM OR LESS","Tattooing, intradermal introduction of insoluble opaque pigments to correct color defects of skin, including micropigmentation; 6.0 sq cm or less",0.4444444444444444,0.5,0.8888888888888888,"0, 6, cm, correct, less, micropigmentation, skin, tattooing","color, defects, including, insoluble, intradermal, introduction, opaque, pigments, sq, square"
1071192100,11921,"TATTOOING TO CORRECT MICROPIGMENTATION OF SKIN, 6.0 TO 20 SQUARE CM OR LESS","Tattooing, intradermal introduction of insoluble opaque pigments to correct color defects of skin, including micropigmentation; 6.1 to 20.0 sq cm",0.4,0.5,0.8,"0, 20, 6, cm, correct, micropigmentation, skin, tattooing","1, color, defects, including, insoluble, intradermal, introduction, less, opaque, pigments, sq, square"
1071192200,11922,"TATTOOING TO CORRECT MICROPIGMENTATION OF SKIN, EACH ADDITIONAL 1 TO 20 SQUARE CM","Tattooing, intradermal introduction of insoluble opaque pigments to correct color defects of skin, including micropigmentation; each additional 20.0 sq cm, or part thereof (List separately in addition to code for primary procedure)",0.2857142857142857,0.35714285714285715,0.7999999999999999,"20, additional, cm, correct, each, micropigmentation, skin, tattooing","0, 1, addition, code, color, defects, including, insoluble, intradermal, introduction, list, opaque, part, pigments, primary, procedure, separately, sq, square, thereof"
1071195000,11950,"SUBCUTANEOUS INJECTION OF FILLING MATERIAL, 1 CC OR LESS","Subcutaneous injection of filling material (eg, collagen); 1 cc or less",0.875,0.875,1.0,"1, cc, filling, injection, less, material, subcutaneous",collagen
1071195100,11951,"SUBCUTANEOUS INJECTION OF FILLING MATERIAL, 1.1 TO 5.0 CC","Subcutaneous injection of filling material (eg, collagen); 1.1 to 5.0 cc",0.8888888888888888,0.8888888888888888,1.0,"0, 1, 5, cc, filling, injection, material, subcutaneous",collagen
