"Epic Id","CPT4 Code","Epic name","CPT4 name"
"1074412600","44126",RESECTION AND ANASTOMOSIS OF PROXIMAL SEGMENT OF SMALL INTESTINE,"Enterectomy, resection of small intestine for congenital atresia, single resection and anastomosis of proximal segment of intestine; without tapering"
"1074412700","44127",RESECTION AND ANASTOMOSIS OF PROXIMAL SEGMENT OF SMALL INTESTINE WITH TAPERING,"Enterectomy, resection of small intestine for congenital atresia, single resection and anastomosis of proximal segment of intestine; with tapering"
"1074412800","44128",RESECTION AND ANASTOMOSIS OF PROXIMAL SEGMENT OF SMALL INTESTINE,"Enterectomy, resection of small intestine for congenital atresia, single resection and anastomosis of proximal segment of intestine; each additional resection and anastomosis (List separately in addition to code for primary procedure)"
"1074413000","44130",ANASTOMOSIS OF INTESTINE WITH CUTANEOUS ENTEROSTOMY,"Enteroenterostomy, anastomosis of intestine, with or without cutaneous enterostomy (separate procedure)"
"1074413200","44132",OPEN ENTERECTOMY FROM CADAVER DONOR WITH COLD PRESERVATION,"Donor enterectomy (including cold preservation), open; from cadaver donor"
"1074413300","44133",OPEN PARTIAL ENTERECTOMY FROM LIVING DONOR WITH COLD PRESERVATION,"Donor enterectomy (including cold preservation), open; partial, from living donor"
"1074413500","44135",INTESTINAL ALLOTRANSPLANTATION FROM CADAVER DONOR,Intestinal allotransplantation; from cadaver donor
"1074413600","44136",INTESTINAL ALLOTRANSPLANTATION FROM LIVING DONOR,Intestinal allotransplantation; from living donor
"1074413700","44137",COMPLETE REMOVAL OF TRANSPLANTED INTESTINAL ALLOGRAFT,"Removal of transplanted intestinal allograft, complete"
"1074413900","44139",MOBILIZATION OF SPLENIC FLEXURE WITH PARTIAL COLECTOMY,Mobilization (take-down) of splenic flexure performed in conjunction with partial colectomy (List separately in addition to primary procedure)
"1074414000","44140",PARTIAL COLECTOMY WITH ANASTOMOSIS,"Colectomy, partial; with anastomosis"
"1074414100","44141",PARTIAL COLECTOMY WITH SKIN LEVEL CECOSTOMY,"Colectomy, partial; with skin level cecostomy or colostomy"
"1074414300","44143",PARTIAL COLECTOMY WITH END COLOSTOMY AND CLOSURE OF DISTAL SEGMENT,"Colectomy, partial; with end colostomy and closure of distal segment (Hartmann type procedure)"
"1074414400","44144","PARTIAL COLECTOMY WITH RESECTION, ILEOSTOMY, AND CREATION OF MUCOFISTULA","Colectomy, partial; with resection, with colostomy or ileostomy and creation of mucofistula"
"1074414500","44145",PARTIAL COLECTOMY WITH COLOPROCTOSTOMY,"Colectomy, partial; with coloproctostomy (low pelvic anastomosis)"
"1074414600","44146",PARTIAL COLECTOMY WITH COLOPROCTOSTOMY AND COLOSTOMY,"Colectomy, partial; with coloproctostomy (low pelvic anastomosis), with colostomy"
"1074414700","44147",PARTIAL COLECTOMY BY ABDOMINAL AND TRANSANAL APPROACH,"Colectomy, partial; abdominal and transanal approach"
"1074415000","44150",COMPLETE COLECTOMY WITH ILEOSTOMY BY ABDOMINAL APPROACH,"Colectomy, total, abdominal, without proctectomy; with ileostomy or ileoproctostomy"
"1074415100","44151",COMPLETE COLECTOMY WITH CONTINENT ILEOSTOMY BY ABDOMINAL APPROACH,"Colectomy, total, abdominal, without proctectomy; with continent ileostomy"
"1074415500","44155",COMPLETE COLECTOMY AND PROCTECTOMY WITH ILEOSTOMY BY ABDOMINAL APPROACH,"Colectomy, total, abdominal, with proctectomy; with ileostomy"
"1074415600","44156",COMPLETE COLECTOMY AND PROCTECTOMY WITH CONTINENT ILEOSTOMY BY ABDOMINAL APPROACH,"Colectomy, total, abdominal, with proctectomy; with continent ileostomy"
"1074415700","44157",COMPLETE COLECTOMY AND PROCTECTOMY WITH RECTAL MUCOSECTOMY AND WITH ILEOANAL ANASTOMOSIS AND LOOP ILEOSTOMY BY ABDOMINAL APPROACH,"Colectomy, total, abdominal, with proctectomy; with ileoanal anastomosis, includes loop ileostomy, and rectal mucosectomy, when performed"
"1074415800","44158","COMPLETE COLECTOMY AND PROCTECTOMY WITH RECTAL MUCOSECTOMY AND WITH ILEOANAL ANASTOMOSIS, CREATION OF ILEAL RESERVOIR, AND LOOP ILEOSTOMY BY ABDOMINAL APPROACH","Colectomy, total, abdominal, with proctectomy; with ileoanal anastomosis, creation of ileal reservoir (S or J), includes loop ileostomy, and rectal mucosectomy, when performed"
"1074416000","44160",PARTIAL COLECTOMY WITH REMOVAL OF TERMINAL ILEUM AND ILEOCOLOSTOMY,"Colectomy, partial, with removal of terminal ileum with ileocolostomy"
"1074418000","44180",SURGICAL LAPAROSCOPY WITH FREEING OF INTESTINAL ADHESION,"Laparoscopy, surgical, enterolysis (freeing of intestinal adhesion) (separate procedure)"
"1074418600","44186",SURGICAL LAPAROSCOPY WITH JEJUNOSTOMY,"Laparoscopy, surgical; jejunostomy (eg, for decompression or feeding)"
"1074418700","44187",SURGICAL LAPAROSCOPY WITH JEJUNOSTOMY,"Laparoscopy, surgical; ileostomy or jejunostomy, non-tube"
"1074418800","44188",SURGICAL LAPAROSCOPY WITH SKIN LEVEL CECOSTOMY,"Laparoscopy, surgical, colostomy or skin level cecostomy"
"1074420200","44202",SURGICAL LAPAROSCOPY WITH SMALL INTESTINE RESECTION AND ANASTOMOSIS,"Laparoscopy, surgical; enterectomy, resection of small intestine, single resection and anastomosis"
"1074420300","44203",SURGICAL LAPAROSCOPY WITH SMALL INTESTINE RESECTION AND ANASTOMOSIS,"Laparoscopy, surgical; each additional small intestine resection and anastomosis (List separately in addition to code for primary procedure)"
"1074420400","44204",SURGICAL LAPAROSCOPY WITH PARTIAL COLECTOMY AND ANASTOMOSIS,"Laparoscopy, surgical; colectomy, partial, with anastomosis"
"1074420500","44205","SURGICAL LAPAROSCOPY WITH PARTIAL COLECTOMY, REMOVAL OF TERMINAL ILEUM, AND ILEOCOLOSTOMY","Laparoscopy, surgical; colectomy, partial, with removal of terminal ileum with ileocolostomy"
"1074420600","44206","SURGICAL LAPAROSCOPY WITH PARTIAL COLECTOMY, END COLOSTOMY, AND CLOSURE OF DISTAL SEGMENT","Laparoscopy, surgical; colectomy, partial, with end colostomy and closure of distal segment (Hartmann type procedure)"
"1074420700","44207",SURGICAL LAPAROSCOPY WITH PARTIAL COLECTOMY AND COLOPROCTOSTOMY,"Laparoscopy, surgical; colectomy, partial, with anastomosis, with coloproctostomy (low pelvic anastomosis)"
"1074420800","44208","SURGICAL LAPAROSCOPY WITH PARTIAL COLECTOMY, COLOPROCTOSTOMY, AND COLOSTOMY","Laparoscopy, surgical; colectomy, partial, with anastomosis, with coloproctostomy (low pelvic anastomosis) with colostomy"
"1074421000","44210",SURGICAL LAPAROSCOPY WITH COMPLETE COLECTOMY AND ILEOSTOMY BY ABDOMINAL APPROACH,"Laparoscopy, surgical; colectomy, total, abdominal, without proctectomy, with ileostomy or ileoproctostomy"
"1074421100","44211","SURGICAL LAPAROSCOPY WITH COMPLETE COLECTOMY, PROCTECTOMY, ILEOANAL ANASTOMOSIS, CREATION OF ILEAL RESERVOIR, AND LOOP ILEOSTOMY BY ABDOMINAL APPROACH","Laparoscopy, surgical; colectomy, total, abdominal, with proctectomy, with ileoanal anastomosis, creation of ileal reservoir (S or J), with loop ileostomy, includes rectal mucosectomy, when performed"
"1072285400","22854","INSERTION OF INTERVERTEBRAL BIOMECHANICAL DEVICE(S) (EG, SYNTHETIC CAGE, MESH)WITH INTEGRAL ANTERIOR INSTRUMENTATION FOR DEVICE ANCHORING (EG, SCREWS,FLANGES), WHEN PERFORMED, TO VERTEBRAL COPECTOMY(I","Insertion of intervertebral biomechanical device(s) (eg, synthetic cage, mesh) with integral anterior instrumentation for device anchoring (eg, screws, flanges), when performed, to vertebral corpectomy(ies) (vertebral body resection, partial or complete) "
"1072285900","22859",INSERTION OF INTERVERTEBRAL BIOMECHANICAL DEVICE INTO INTERVERTEBRAL DISC SPACE WITHOUT INTERBODY ARTHRODESIS,"Insertion of intervertebral biomechanical device(s) (eg, synthetic cage, mesh, methylmethacrylate) to intervertebral disc space or vertebral body defect without interbody arthrodesis, each contiguous defect (List separately in addition to code for primary"
"1072286800","22868","INSERTION OF INTERLAMINAR DISTRACTION DEVICE INTO ADDITIONAL LEVEL OF LUMBAR SPINE USING IMAGING GUIDANCE, WITH OPEN DECOMPRESSION, WITHOUT FUSION","Insertion of interlaminar/interspinous process stabilization/distraction device, without fusion, including image guidance when performed, with open decompression, lumbar; second level (List separately in addition to code for primary procedure)"
"1072286900","22869","INSERTION OF INTERLAMINAR DISTRACTION DEVICE INTO SINGLE LEVEL OF LUMBAR SPINE USING IMAGING GUIDANCE, WITHOUT OPEN DECOMPRESSION, WITHOUT FUSION","Insertion of interlaminar/interspinous process stabilization/distraction device, without open decompression or fusion, including image guidance when performed, lumbar; single level"
"1072287000","22870","INSERTION OF INTERLAMINAR STABILIZATION DEVICE INTO ADDITIONAL LEVEL OF LUMBAR SPINE USING IMAGING GUIDANCE, WITHOUT OPEN DECOMPRESSION, WITHOUT FUSION","Insertion of interlaminar/interspinous process stabilization/distraction device, without open decompression or fusion, including image guidance when performed, lumbar; second level (List separately in addition to code for primary procedure)"
"1072719700","27197",CLOSED REDUCTION OF DISLOCATION OF PELVIS WITHOUT MANIPULATION,"Closed treatment of posterior pelvic ring fracture(s), dislocation(s), diastasis or subluxation of the ilium, sacroiliac joint, and/or sacrum, with or without anterior pelvic ring fracture(s) and/or dislocation(s) of the pubic symphysis and/or superior/in"
"1072719800","27198",CLOSED REDUCTION OF DISLOCATION OF PELVIS WITH MANIPULATION UNDER EPIDURAL ANESTHESIA,"Closed treatment of posterior pelvic ring fracture(s), dislocation(s), diastasis or subluxation of the ilium, sacroiliac joint, and/or sacrum, with or without anterior pelvic ring fracture(s) and/or dislocation(s) of the pubic symphysis and/or superior/in"
"1072829500","28295",CORRECTION OF HALLUX VALGUS WITH PROXIMAL METATARSAL OSTEOTOMY,"Correction, hallux valgus (bunionectomy), with sesamoidectomy, when performed; with proximal metatarsal osteotomy, any method"
"1073155100","31551","LARYNGOPLASTY FOR LARYNGEAL STENOSIS WITH GRAFT, WITHOUT PLACEMENT OF INDWELLING STENT","Laryngoplasty; for laryngeal stenosis, with graft, without indwelling stent placement, younger than 12 years of age"
"1073155200","31552","LARYNGOPLASTY FOR LARYNGEAL STENOSIS WITH GRAFT, WITHOUT PLACEMENT OF INDWELLING STENT","Laryngoplasty; for laryngeal stenosis, with graft, without indwelling stent placement, age 12 years or older"
"1073155300","31553","LARYNGOPLASTY FOR LARYNGEAL STENOSIS WITH GRAFT, WITH PLACEMENT OF INDWELLING STENT","Laryngoplasty; for laryngeal stenosis, with graft, with indwelling stent placement, younger than 12 years of age"
"1072180500","21805",OPEN REDUCTION OF FRACTURE OF RIB WITHOUT FIXATION,"Open treatment of rib fracture without fixation, each"
"1073162000","31620",ENDOBRONCHIAL ULTRASOUND DURING THERAPEUTIC BRONCHOSCOPIC PROCEDURE,Endobronchial ultrasound (EBUS) during bronchoscopic diagnostic or therapeutic intervention(s) (List separately in addition to code for primary procedure[s])
"1073720200","37202",TRANSCATHETER VASOCONSTRICTIVE INFUSION THERAPY,"Transcatheter therapy, infusion other than for thrombolysis, any type (eg, spasmolytic, vasoconstrictive)"
"1073725000","37250",INTRAVASCULAR ULTRASOUND DURING THERAPEUTIC INTERVENTION,Intravascular ultrasound (non-coronary vessel) during diagnostic evaluation and/or therapeutic intervention; initial vessel (List separately in addition to code for primary procedure)
"1073725100","37251",INTRAVASCULAR ULTRASOUND DURING THERAPEUTIC INTERVENTION,Intravascular ultrasound (non-coronary vessel) during diagnostic evaluation and/or therapeutic intervention; each additional vessel (List separately in addition to code for primary procedure)
"1072912600","29126",APPLICATION OF DYNAMIC TYPE FOREARM TO HAND SPLINT,Application of short arm splint (forearm to hand); dynamic
"1072913000","29130",APPLICATION OF STATIC TYPE FINGER SPLINT,Application of finger splint; static
"1072913100","29131",APPLICATION OF DYNAMIC TYPE FINGER SPLINT,Application of finger splint; dynamic
"1072920000","29200",STRAPPING OF THORAX,Strapping; thorax
"1072924000","29240",STRAPPING OF SHOULDER,"Strapping; shoulder (eg, Velpeau)"
"1072926000","29260",STRAPPING OF WRIST,Strapping; elbow or wrist
"1072928000","29280",STRAPPING OF HAND,Strapping; hand or finger
"1072930500","29305",APPLICATION OF UNILATERAL HIP SPICA CAST,Application of hip spica cast; 1 leg
"1072932500","29325",APPLICATION OF BILATERAL HIP SPICA CAST,Application of hip spica cast; 1 and one-half spica or both legs
"1072934500","29345",APPLICATION OF THIGH TO TOES CAST,Application of long leg cast (thigh to toes)
"1072935500","29355",APPLICATION OF AMBULATORY TYPE THIGH TO TOES CAST,Application of long leg cast (thigh to toes); walker or ambulatory type
"1072935800","29358",APPLICATION OF LONG LEG CAST BRACE,Application of long leg cast brace
"1072936500","29365",APPLICATION OF THIGH TO ANKLE CYLINDER CAST,Application of cylinder cast (thigh to ankle)
"1072940500","29405",APPLICATION OF BELOW KNEE TO TOES CAST,Application of short leg cast (below knee to toes)
"1072942500","29425",APPLICATION OF WALKING TYPE BELOW KNEE TO TOES CAST,Application of short leg cast (below knee to toes); walking or ambulatory type
"1072943500","29435",APPLICATION OF PATELLAR TENDON BEARING CAST,Application of patellar tendon bearing (PTB) cast
"1072944000","29440",ADDITION OF WALKER TO PREVIOUSLY APPLIED CAST,Adding walker to previously applied cast
"1072944500","29445",APPLICATION OF RIGID TOTAL CONTACT LEG CAST,Application of rigid total contact leg cast
"1072945000","29450",APPLICATION OF THIGH TO TOES CLUBFOOT CAST WITH MOLDING,"Application of clubfoot cast with molding or manipulation, long or short leg"
"1072950500","29505",APPLICATION OF THIGH TO TOES SPLINT,Application of long leg splint (thigh to ankle or toes)
"1072951500","29515",APPLICATION OF CALF TO FOOT SPLINT,Application of short leg splint (calf to foot)
"1072952000","29520",STRAPPING OF HIP,Strapping; hip
"1072953000","29530",STRAPPING OF KNEE,Strapping; knee
"1072954000","29540",STRAPPING OF FOOT,Strapping; ankle and/or foot
"1072955000","29550",STRAPPING OF TOES,Strapping; toes
"1072958000","29580",STRAPPING OF UNNA BOOT,Strapping; Unna boot
"1072958100","29581","APPLICATION OF MULTI-LAYER COMPRESSION SYSTEM OF LOWER LEG, INCLUDING ANKLE AND FOOT","Application of multi-layer compression system; leg (below knee), including ankle and foot"
"1072958200","29582","APPLICATION OF MULTI-LAYER COMPRESSION SYSTEM OF THIGH, LOWER LEG, ANKLE, AND FOOT","Application of multi-layer compression system; thigh and leg, including ankle and foot, when performed"
"1072958300","29583",APPLICATION OF MULTI-LAYER COMPRESSION SYSTEM OF UPPER ARM AND FOREARM,Application of multi-layer compression system; upper arm and forearm
"1072958400","29584","APPLICATION OF MULTI-LAYER COMPRESSION SYSTEM OF UPPER ARM, FOREARM, HAND, AND FINGERS","Application of multi-layer compression system; upper arm, forearm, hand, and fingers"
"1072970000","29700",BIVALVING OF GAUNTLET CAST,"Removal or bivalving; gauntlet, boot or body cast"
"1072970500","29705",REMOVAL OF FULL UPPER LIMB CAST,Removal or bivalving; full arm or full leg cast
"1072971000","29710",REMOVAL OF RISSER JACKET,"Removal or bivalving; shoulder or hip spica, Minerva, or Risser jacket, etc."
"1072972000","29720",REPAIR OF SPICA CAST,"Repair of spica, body cast or jacket"
"1072973000","29730",WINDOWING OF CAST,Windowing of cast
"1072974000","29740",WEDGING OF CAST,Wedging of cast (except clubfoot casts)
"1072975000","29750",WEDGING OF CLUBFOOT CAST,Wedging of clubfoot cast
"1072979900","29799",STRAPPING PROCEDURE,"Unlisted procedure, casting or strapping"
"1072980000","29800",DIAGNOSTIC ARTHROSCOPY OF TEMPOROMANDIBULAR JOINT WITHOUT SYNOVIAL BIOPSY,"Arthroscopy, temporomandibular joint, diagnostic, with or without synovial biopsy (separate procedure)"
"1072980400","29804",SURGICAL ARTHROSCOPY OF TEMPOROMANDIBULAR JOINT,"Arthroscopy, temporomandibular joint, surgical"
"1072980500","29805","ARTHROSCOPY, SHOULDER, DIAGNOSTIC, WITH OR WITHOUT SYNOVIAL BIOPSY (SEPARATE PROCEDURE)","Arthroscopy, shoulder, diagnostic, with or without synovial biopsy (separate procedure)"
"1072980600","29806","ARTHROSCOPY, SHOULDER, SURGICAL; CAPSULORRHAPHY","Arthroscopy, shoulder, surgical; capsulorrhaphy"
"1072980700","29807","ARTHROSCOPY, SHOULDER, SURGICAL; REPAIR OF SLAP LESION","Arthroscopy, shoulder, surgical; repair of SLAP lesion"
"1072981900","29819","ARTHROSCOPY, SHOULDER, SURGICAL; WITH REMOVAL OF LOOSE BODY OR FOREIGN BODY","Arthroscopy, shoulder, surgical; with removal of loose body or foreign body"
"1072982000","29820","ARTHROSCOPY, SHOULDER, SURGICAL; SYNOVECTOMY, PARTIAL","Arthroscopy, shoulder, surgical; synovectomy, partial"
"1072982100","29821","ARTHROSCOPY, SHOULDER, SURGICAL; SYNOVECTOMY, COMPLETE","Arthroscopy, shoulder, surgical; synovectomy, complete"
"1072982200","29822","ARTHROSCOPY, SHOULDER, SURGICAL; DEBRIDEMENT, LIMITED, 1 OR 2 DISCRETE STRUCTURES","Arthroscopy, shoulder, surgical; debridement, limited"
"1072982300","29823","ARTHROSCOPY, SHOULDER, SURGICAL; DEBRIDEMENT, EXTENSIVE, 3 OR MORE DISCRETE STRUCTURES","Arthroscopy, shoulder, surgical; debridement, extensive"
"1072982400","29824","ARTHROSCOPY, SHOULDER, SURGICAL; DISTAL CLAVICULECTOMY INCLUDING DISTAL ARTICULAR SURFACE (MUMFORD PROCEDURE)","Arthroscopy, shoulder, surgical; distal claviculectomy including distal articular surface (Mumford procedure)"
"1073940000","39400",MEDIASTINOSCOPY WITH BIOPSY,"Mediastinoscopy, includes biopsy(ies), when performed"
"1074750000","47500",INJECTION PROCEDURE FOR PERCUTANEOUS TRANSHEPATIC CHOLANGIOGRAPHY,Injection procedure for percutaneous transhepatic cholangiography
"1074750500","47505",INJECTION PROCEDURE FOR CHOLANGIOGRAPHY THROUGH EXISTING CATHETER,"Injection procedure for cholangiography through an existing catheter (eg, percutaneous transhepatic or T-tube)"
"1074751000","47510",INTRODUCTION OF PERCUTANEOUS TRANSHEPATIC CATHETER FOR BILIARY DRAINAGE,Introduction of percutaneous transhepatic catheter for biliary drainage
"1074751100","47511",INTRODUCTION OF PERCUTANEOUS TRANSHEPATIC STENT FOR INTERNAL AND EXTERNAL BILIARY DRAINAGE,Introduction of percutaneous transhepatic stent for internal and external biliary drainage
"1074752500","47525",CHANGE OF PERCUTANEOUS BILIARY DRAINAGE CATHETER,Change of percutaneous biliary drainage catheter
"1074753000","47530",REVISION OF TRANSHEPATIC TUBE,Revision and/or reinsertion of transhepatic tube
"1074756000","47560",SURGICAL LAPAROSCOPY WITH GUIDED TRANSHEPATIC CHOLANGIOGRAPHY,"Laparoscopy, surgical; with guided transhepatic cholangiography, without biopsy"
"1074756100","47561",SURGICAL LAPAROSCOPY WITH GUIDED TRANSHEPATIC CHOLANGIOGRAPHY AND BIOPSY,"Laparoscopy, surgical; with guided transhepatic cholangiography with biopsy"
"1074763000","47630",PERCUTANEOUS BILIARY DUCT STONE EXTRACTION VIA T-TUBE TRACT USING SNARE,"Biliary duct stone extraction, percutaneous via T-tube tract, basket, or snare (eg, Burhenne technique)"
"1075039200","50392",PERCUTANEOUS INTRODUCTION OF INTRACATHETER INTO RENAL PELVIS FOR INJECTION,"Introduction of intracatheter or catheter into renal pelvis for drainage and/or injection, percutaneous"
"1075039300","50393",PERCUTANEOUS INTRODUCTION OF URETERAL CATHETER INTO URETER THROUGH RENAL PELVIS FOR INJECTION,"Introduction of ureteral catheter or stent into ureter through renal pelvis for drainage and/or injection, percutaneous"
"1075039400","50394",INJECTION PROCEDURE FOR PYELOGRAPHY THROUGH PYELOSTOMY TUBE,"Injection procedure for pyelography (as nephrostogram, pyelostogram, antegrade pyeloureterograms) through nephrostomy or pyelostomy tube, or indwelling ureteral catheter"
"1075039800","50398",CHANGE OF PYELOSTOMY TUBE,Change of nephrostomy or pyelostomy tube
"1076441200","64412",INJECTION OF ANESTHETIC AGENT INTO SPINAL ACCESSORY NERVE,"Injection, anesthetic agent; spinal accessory nerve"
"1076711200","67112",REPAIR OF RETINAL DETACHMENT BY VITRECTOMY,"Repair of retinal detachment; by scleral buckling or vitrectomy, on patient having previous ipsilateral retinal detachment repair(s) using scleral buckling or vitrectomy techniques"
"1072285300","22853",INSERTION OF INTERBODY BIOMECHANICAL DEVICE(S) WITH INTEGRAL ANTERIOR INSTRUMENTATION,"Insertion of interbody biomechanical device(s) (eg, synthetic cage, mesh) with integral anterior instrumentation for device anchoring (eg, screws, flanges), when performed, to intervertebral disc space in conjunction with interbody arthrodesis, each inter"
"1077600000","76000",FLUOROSCOPIC EXAMINATION,"Fluoroscopy (separate procedure), up to 1 hour physician or other qualified health care professional time"
"1072778000","27780",CLOSED REDUCTION OF FRACTURE OF SHAFT OF FIBULA WITHOUT MANIPULATION,Closed treatment of proximal fibula or shaft fracture; without manipulation
"1072778100","27781",CLOSED REDUCTION OF FRACTURE OF SHAFT OF FIBULA WITH MANIPULATION,Closed treatment of proximal fibula or shaft fracture; with manipulation
"1072778400","27784",OPEN REDUCTION OF FRACTURE OF SHAFT OF FIBULA WITH INTERNAL FIXATION,"Open treatment of proximal fibula or shaft fracture, includes internal fixation, when performed"
"1072778600","27786",CLOSED REDUCTION OF FRACTURE OF LATERAL MALLEOLUS OF DISTAL FIBULA WITHOUT MANIPULATION,Closed treatment of distal fibular fracture (lateral malleolus); without manipulation
"1072778800","27788",CLOSED REDUCTION OF FRACTURE OF LATERAL MALLEOLUS OF DISTAL FIBULA WITH MANIPULATION,Closed treatment of distal fibular fracture (lateral malleolus); with manipulation
"1072779200","27792",OPEN REDUCTION OF FRACTURE OF LATERAL MALLEOLUS OF DISTAL FIBULA WITH INTERNAL FIXATION,"Open treatment of distal fibular fracture (lateral malleolus), includes internal fixation, when performed"
"1072780800","27808",CLOSED REDUCTION OF FRACTURE OF MEDIAL AND POSTERIOR MALLEOLI OF ANKLE WITHOUT MANIPULATION,"Closed treatment of bimalleolar ankle fracture (eg, lateral and medial malleoli, or lateral and posterior malleoli or medial and posterior malleoli); without manipulation"
"1072781000","27810",CLOSED REDUCTION OF FRACTURE OF MEDIAL AND POSTERIOR MALLEOLI OF ANKLE WITH MANIPULATION,"Closed treatment of bimalleolar ankle fracture (eg, lateral and medial malleoli, or lateral and posterior malleoli or medial and posterior malleoli); with manipulation"
"1072781400","27814",OPEN REDUCTION OF FRACTURE OF MEDIAL AND POSTERIOR MALLEOLI OF ANKLE WITH INTERNAL FIXATION,"Open treatment of bimalleolar ankle fracture (eg, lateral and medial malleoli, or lateral and posterior malleoli, or medial and posterior malleoli), includes internal fixation, when performed"
"1072781600","27816",CLOSED REDUCTION OF TRIMALLEOLAR FRACTURE OF ANKLE WITHOUT MANIPULATION,Closed treatment of trimalleolar ankle fracture; without manipulation
"1072781800","27818",CLOSED REDUCTION OF TRIMALLEOLAR FRACTURE OF ANKLE WITH MANIPULATION,Closed treatment of trimalleolar ankle fracture; with manipulation
"1072782200","27822",OPEN REDUCTION OF TRIMALLEOLAR FRACTURE OF ANKLE WITH INTERNAL FIXATION OF MEDIAL MALLEOLUS WITHOUT FIXATION OF POSTERIOR LIP,"Open treatment of trimalleolar ankle fracture, includes internal fixation, when performed, medial and/or lateral malleolus; without fixation of posterior lip"
"1072782300","27823",OPEN REDUCTION OF TRIMALLEOLAR FRACTURE OF ANKLE WITH INTERNAL FIXATION OF MEDIAL MALLEOLUS WITH FIXATION OF POSTERIOR LIP,"Open treatment of trimalleolar ankle fracture, includes internal fixation, when performed, medial and/or lateral malleolus; with fixation of posterior lip"
"1072782400","27824","CLOSED REDUCTION OF FRACTURE OF WEIGHT-BEARING ARTICULAR PORTION OF DISTAL TIBIA WITHOUT MANIPULATION, UNDER ANESTHESIA","Closed treatment of fracture of weight bearing articular portion of distal tibia (eg, pilon or tibial plafond), with or without anesthesia; without manipulation"
"1072782500","27825",CLOSED REDUCTION OF FRACTURE OF DISTAL TIBIA WITH SKELETAL TRACTION AND MANIPULATION,"Closed treatment of fracture of weight bearing articular portion of distal tibia (eg, pilon or tibial plafond), with or without anesthesia; with skeletal traction and/or requiring manipulation"
"1072782600","27826",OPEN REDUCTION OF FRACTURE OF WEIGHT-BEARING ARTICULAR PORTION OF DISTAL TIBIA WITH INTERNAL FIXATION OF FIBULA,"Open treatment of fracture of weight bearing articular surface/portion of distal tibia (eg, pilon or tibial plafond), with internal fixation, when performed; of fibula only"
"1072782700","27827",OPEN REDUCTION OF FRACTURE OF WEIGHT-BEARING ARTICULAR PORTION OF DISTAL TIBIA WITH INTERNAL FIXATION OF TIBIA,"Open treatment of fracture of weight bearing articular surface/portion of distal tibia (eg, pilon or tibial plafond), with internal fixation, when performed; of tibia only"
"1072782800","27828",OPEN REDUCTION OF FRACTURE OF PLAFOND OF TIBIA WITH INTERNAL FIXATION OF TIBIA AND FIBULA,"Open treatment of fracture of weight bearing articular surface/portion of distal tibia (eg, pilon or tibial plafond), with internal fixation, when performed; of both tibia and fibula"
"1072782900","27829",OPEN REDUCTION OF DISLOCATION OF DISTAL TIBIOFIBULAR JOINT WITH INTERNAL FIXATION,"Open treatment of distal tibiofibular joint (syndesmosis) disruption, includes internal fixation, when performed"
"1072783000","27830",CLOSED REDUCTION OF PROXIMAL TIBIOFIBULAR JOINT DISLOCATION WITHOUT ANESTHESIA,Closed treatment of proximal tibiofibular joint dislocation; without anesthesia
"1072783100","27831",CLOSED REDUCTION OF PROXIMAL TIBIOFIBULAR JOINT DISLOCATION UNDER ANESTHESIA,Closed treatment of proximal tibiofibular joint dislocation; requiring anesthesia
"1072783200","27832",OPEN REDUCTION OF PROXIMAL TIBIOFIBULAR JOINT DISLOCATION WITH FIXATION,"Open treatment of proximal tibiofibular joint dislocation, includes internal fixation, when performed, or with excision of proximal fibula"
"1072784000","27840",CLOSED REDUCTION OF DISLOCATION OF ANKLE WITHOUT ANESTHESIA,Closed treatment of ankle dislocation; without anesthesia
"1072784200","27842",CLOSED REDUCTION OF DISLOCATION OF ANKLE UNDER ANESTHESIA WITH PERCUTANEOUS SKELETAL FIXATION,"Closed treatment of ankle dislocation; requiring anesthesia, with or without percutaneous skeletal fixation"
"1072784600","27846",OPEN REDUCTION OF DISLOCATION OF ANKLE WITH PERCUTANEOUS SKELETAL FIXATION,"Open treatment of ankle dislocation, with or without percutaneous skeletal fixation; without repair or internal fixation"
"1072784800","27848",OPEN REDUCTION OF DISLOCATION OF ANKLE WITH REPAIR AND INTERNAL FIXATION,"Open treatment of ankle dislocation, with or without percutaneous skeletal fixation; with repair or internal or external fixation"
"1072786000","27860",MANIPULATION OF ANKLE UNDER GENERAL ANESTHESIA WITH APPLICATION OF TRACTION,Manipulation of ankle under general anesthesia (includes application of traction or other fixation apparatus)
"1072787000","27870",OPEN ARTHRODESIS OF ANKLE,"Arthrodesis, ankle, open"
"1072787100","27871",ARTHRODESIS OF PROXIMAL TIBIOFIBULAR JOINT,"Arthrodesis, tibiofibular joint, proximal or distal"
"1072788000","27880",AMPUTATION OF LOWER LEG THROUGH TIBIA AND FIBULA,"Amputation, leg, through tibia and fibula"
"1072788100","27881",AMPUTATION OF LOWER LEG THROUGH TIBIA AND FIBULA WITH IMMEDIATE FITTING TECHNIQUE AND APPLICATION OF CAST,"Amputation, leg, through tibia and fibula; with immediate fitting technique including application of first cast"
"1072788200","27882",OPEN CIRCULAR AMPUTATION OF LOWER LEG THROUGH TIBIA AND FIBULA,"Amputation, leg, through tibia and fibula; open, circular (guillotine)"
"1072788400","27884",SECONDARY CLOSURE OF AMPUTATION OF LOWER LEG THROUGH TIBIA AND FIBULA,"Amputation, leg, through tibia and fibula; secondary closure or scar revision"
