Type,sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,codeSet,code,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn
non-surgical,1074965000,SURGICAL LAPAROSCOPY WITH REPAIR OF INGUINAL HERNIA,2883,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.62507E+12,2109516,"Laparoscopy, surgical; repair initial inguinal hernia",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1074965000,SURGICAL LAPAROSCOPY WITH REPAIR OF INGUINAL HERNIA,2883,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.62507E+12,2109517,"Laparoscopy, surgical; repair recurrent inguinal hernia",Procedure,MAPS_TO,,Sharon Nirenberg,1.62507E+12
non-surgical,1075814600,"EXCISION OF INTRAMURAL MYOMAS OF UTERUS WITH TOTAL WEIGHT OF GREATER THAN 250 G, BY ABDOMINAL APPROACH",809,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2110174,"Myomectomy, excision of fibroid tumor(s) of uterus, 5 or more intramural myomas and/or intramural myomas with total weight greater than 250 g, abdominal approach",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1072982300,"ARTHROSCOPY, SHOULDER, SURGICAL; DEBRIDEMENT, EXTENSIVE, 3 OR MORE DISCRETE STRUCTURES",907,,,,0.81,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2105956,"Arthroscopy, shoulder, surgical; debridement, extensive",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1072744700,ARTHROPLASTY OF MEDIAL AND LATERAL FEMORAL CONDYLE AND TIBIAL PLATEAU WITHOUT RESURFACING OF PATELLA,5862,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.62501E+12,2105103,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1075199000,SURGICAL LAPAROSCOPY WITH URETHRAL SUSPENSION FOR STRESS INCONTINENCE,1340,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.62509E+12,2109762,"Laparoscopy, surgical; urethral suspension for stress incontinence",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1073683000,CREATION OF ARTERIOVENOUS FISTULA USING THERMOPLASTIC GRAFT,722,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2108296,"Creation of arteriovenous fistula by other than direct arteriovenous anastomosis (separate procedure); nonautogenous graft (eg, biological collagen, thermoplastic graft)",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1074533000,DIAGNOSTIC FLEXIBLE SIGMOIDOSCOPY WITH COLLECTION OF SPECIMEN BY WASHING,1784,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.62509E+12,2109180,"Sigmoidoscopy, flexible; diagnostic, including collection of specimen(s) by brushing or washing, when performed (separate procedure)",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1072261200,ARTHRODESIS OF LUMBAR VERTEBRAL SEGMENT BY POSTEROLATERAL TECHNIQUE,1062,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2103518,"Arthrodesis, posterior or posterolateral technique, single level; lumbar (with lateral transverse technique, when performed)",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1077571600,"ANGIOGRAPHY, EXTREMITY, BILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION",1284,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2211597,"Angiography, extremity, bilateral, radiological supervision and interpretation",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1071931800,BREAST REDUCTION,1842,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.62509E+12,4241100,Reduction mammoplasty,Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1077582200,"VENOGRAPHY, EXTREMITY, BILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION",888,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2211617,"Venography, extremity, bilateral, radiological supervision and interpretation",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1075231800,LITHOLAPAXY OF CALCULUS IN BLADDER AND REMOVAL OF FRAGMENTS,533,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2109795,Litholapaxy: crushing or fragmentation of calculus by any means in bladder and removal of fragments; complicated or large (over 2.5 cm),Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1073165200,"BRONCHOSCOPY, RIGID OR FLEXIBLE, INCLUDING FLUOROSCOPIC GUIDANCE, WHEN PERFORMED; WITH ENDOBRONCHIAL ULTRASOUND (EBUS) GUIDED TRANSTRACHEAL AND/OR TRANSBRONCHIAL SAMPLING (EG, ASPIRATION(S)/BIOPSY(IES",679,,,,0.71,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,42628055,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with endobronchial ultrasound (EBUS) guided transtracheal and/or transbronchial sampling (eg, aspiration[s]/biopsy[ies]), one or two mediastinal and/or hilar lymph node stat",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1075054300,SURGICAL LAPAROSCOPY WITH PARTIAL NEPHRECTOMY,915,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2109614,"Laparoscopy, surgical; partial nephrectomy",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1075741000,PELVIC EXAMINATION UNDER ANESTHESIA,1339,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.62509E+12,2110137,Pelvic examination under anesthesia (other than local),Procedure,MAPS_TO,,Sharon Nirenberg,1.62509E+12
non-surgical,1074956800,IMPLANTATION OF PROSTHESIS FOR REPAIR OF OPEN VENTRAL HERNIA,672,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2109503,Implantation of mesh or other prosthesis for open incisional or ventral hernia repair or mesh for closure of debridement for necrotizing soft tissue infection (List separately in addition to code for the incisional or ventral hernia repair),Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1075233200,CYSTOURETHROSCOPY WITH INSERTION OF DOUBLE-J URETERAL STENT,2653,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.62507E+12,2109800,"Cystourethroscopy, with insertion of indwelling ureteral stent (eg, Gibbons or double-J type)",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1073683200,OPEN REVISION OF SYNTHETIC DIALYSIS GRAFT WITHOUT THROMBECTOMY,605,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2108298,"Revision, open, arteriovenous fistula; without thrombectomy, autogenous or nonautogenous dialysis graft (separate procedure)",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1075200500,CYSTOURETHROSCOPY WITH URETERAL CATHETERIZATION OF URETER,708,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2109768,"Cystourethroscopy, with ureteral catheterization, with or without irrigation, instillation, or ureteropyelography, exclusive of radiologic service",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1073126700,SURGICAL ENDOSCOPY OF NOSE AND SINUS WITH MAXILLARY ANTROSTOMY AND REMOVAL OF TISSUE FROM MAXILLARY SINUS,1483,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.62509E+12,2106409,"Nasal/sinus endoscopy, surgical, with maxillary antrostomy; with removal of tissue from maxillary sinus",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1072284500,ANTERIOR SEGMENTAL INSTRUMENTATION OF 2 TO 3 VERTEBRAL SEGMENTS,1060,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2103556,Anterior instrumentation; 2 to 3 vertebral segments (List separately in addition to code for primary procedure),Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1074420400,SURGICAL LAPAROSCOPY WITH PARTIAL COLECTOMY AND ANASTOMOSIS,748,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2109065,"Laparoscopy, surgical; colectomy, partial, with anastomosis",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1071934200,INSERTION OR REPLACEMENT OF BREAST IMPLANT ON SEPARATE DAY FROM MASTECTOMY,799,,,,0.52,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2102754,"Delayed insertion of breast prosthesis following mastopexy, mastectomy or in reconstruction",Procedure,MAPS_TO,,Sharon Nirenberg,1.6251E+12
non-surgical,1071430100,"TRANSFER OF ADJACENT TISSUE FOR REPAIR OF DEFECT, 30.1 SQ CM TO 60.0 SQ CM",1810,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.62509E+12,40757071,"Adjacent tissue transfer or rearrangement, any area; defect 30.1 sq cm to 60.0 sq cm",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1073874500,TOTAL EXCISION OF AXILLARY LYMPH NODES,1140,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2108484,Axillary lymphadenectomy; complete,Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1076472100,TRANSPOSITION OF MEDIAN NERVE AT CARPAL TUNNEL,703,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2110823,Neuroplasty and/or transposition; median nerve at carpal tunnel,Procedure,MAPS_TO,,Sharon Nirenberg,1.6251E+12
non-surgical,1075728800,SYNTHETIC SLING OPERATION FOR STRESS INCONTINENCE,878,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2110121,"Sling operation for stress incontinence (eg, fascia or synthetic)",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1075855800,SURGICAL HYSTEROSCOPY WITH BIOPSY OF ENDOMETRIUM AND POLYPECTOMY AND DILATION AND CURETTAGE,5610,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.62501E+12,2110222,"Hysteroscopy, surgical; with sampling (biopsy) of endometrium and/or polypectomy, with or without D & C",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1073123700,SURGICAL ENDOSCOPY OF SINUS WITH POLYPECTOMY,670,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2106402,"Nasal/sinus endoscopy, surgical; with biopsy, polypectomy or debridement (separate procedure)",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1076024000,COMPLETE THYROIDECTOMY,1125,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2110371,"Thyroidectomy, total or complete",Procedure,MAPS_TO,,Sharon Nirenberg,1.6251E+12
non-surgical,1074599000,DIAGNOSTIC SURGICAL ANORECTAL EXAM UNDER ANESTHESIA,2309,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.62507E+12,2109228,"Anorectal exam, surgical, requiring anesthesia (general, spinal, or epidural), diagnostic",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,24,"ULTRASONIC GUIDANCE, INTRAOPERATIVE",1014,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2211794,"Ultrasonic guidance, intraoperative",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1074323900,UPPER GASTROINTESTINAL ENDOSCOPY WITH BIOPSY,11609,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.62501E+12,2108887,"Esophagogastroduodenoscopy, flexible, transoral; with biopsy, single or multiple",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1072255100,"ARTHRODESIS BY ANTERIOR INTERBODY TECHNIQUE OF CERVICAL REGION BELOW C2, INCLUDING DISC SPACE PREPARATION, WITH DISCECTOMY, OSTEOPHYTECTOMY AND DECOMPRESSION OF SPINAL CORD AND NERVE ROOT",1257,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,40756843,"Arthrodesis, anterior interbody, including disc space preparation, discectomy, osteophytectomy and decompression of spinal cord and/or nerve roots; cervical below C2",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1071586000,INTRAVENOUS INJECTION OF FLUORESCEIN TO TEST VASCULAR FLOW IN GRAFT,1198,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2102514,"Intravenous injection of agent (eg, fluorescein) to test vascular flow in flap or graft",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1073125500,SURGICAL ENDOSCOPY OF NOSE AND SINUS WITH COMPLETE ETHMOIDECTOMY,947,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2106407,"Nasal/sinus endoscopy, surgical with ethmoidectomy; total (anterior and posterior)",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1074756200,SURGICAL LAPAROSCOPY WITH CHOLECYSTECTOMY,4447,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.62501E+12,2109363,"Laparoscopy, surgical; cholecystectomy",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1072982800,"ARTHROSCOPY, SHOULDER, SURGICAL; BICEPS TENODESIS",828,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2105961,"Arthroscopy, shoulder, surgical; biceps tenodesis",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1074241500,EXCISION OF TUMOR OF LATERAL LOBE OF PAROTID GLAND WITH DISSECTION AND PRESERVATION OF FACIAL NERVE,601,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2108768,"Excision of parotid tumor or parotid gland; lateral lobe, with dissection and preservation of facial nerve",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1075982000,SURGICAL COMPLETION OF INCOMPLETE ABORTION,1109,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2110326,"Treatment of missed abortion, completed surgically; first trimester",Procedure,MAPS_TO,,Sharon Nirenberg,1.6251E+12
non-surgical,1076448300,"INJECTION(S), ANESTHETIC AGENT(S) AND/OR STEROID, TRANSFORAMINAL EPIDURAL, WITH IMAGING GUIDANCE (FLUOROSCOPY OR CT); LUMBAR OR SACRAL, SINGLE LEVEL",911,,,,0.96,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2110774,"Injection(s), anesthetic agent and/or steroid, transforaminal epidural, with imaging guidance (fluoroscopy or CT); lumbar or sacral, single level",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1072255200,"ARTHRODESIS BY ANTERIOR INTERBODY TECHNIQUE OF EACH ADDITIONAL INTERSPACE OF CERVICAL REGION BELOW C2, WITH DISCECTOMY, OSTEOPHYTECTOMY AND DECOMPRESSION OF NERVE ROOT",530,,,,0.97,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,40756885,"Arthrodesis, anterior interbody, including disc space preparation, discectomy, osteophytectomy and decompression of spinal cord and/or nerve roots; cervical below C2, each additional interspace (List separately in addition to code for primary procedure)",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1075866100,SURGICAL LAPAROSCOPY WITH REMOVAL OF ADNEXAL STRUCTURES (PARTIAL OR TOTAL OOPHORECTOMY AND/OR SALPINGECTOMY,2134,,,,0.91,APPROVED,EQUAL,Sharon Nirenberg,1.62509E+12,2110240,"Laparoscopy, surgical; with removal of adnexal structures (partial or total oophorectomy and/or salpingectomy)",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1074538000,FLEXIBLE COLONOSCOPY PROXIMAL TO SPLENIC FLEXURE WITH BIOPSY,10534,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.62501E+12,2109196,"Colonoscopy, flexible; with biopsy, single or multiple",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1076304500,"UNILATERAL OR BILATERAL LAMINECTOMY, FACETECTOMY, AND FORAMINOTOMY OF SINGLE VERTEBRA OF CERVICAL SPINE WITH DECOMPRESSION OF SPINAL CORD AND NERVE ROOT",730,,,,0.98,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2110650,"Laminectomy, facetectomy and foraminotomy (unilateral or bilateral with decompression of spinal cord, cauda equina and/or nerve root[s], [eg, spinal or lateral recess stenosis]), single vertebral segment; cervical",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1072713000,"TOTAL ARTHROPLASTY OF HIP WITH ACETABULAR AND PROXIMAL FEMORAL PROSTHETIC REPLACEMENT, WITHOUT AUTOGRAFT",3385,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.62501E+12,2104836,"Arthroplasty, acetabular and proximal femoral prosthetic replacement (total hip arthroplasty), with or without autograft or allograft",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1073093000,THERAPEUTIC FRACTURE OF INFERIOR TURBINATE,827,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2106325,"Fracture nasal inferior turbinate(s), therapeutic",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1075004000,NEPHROTOMY WITH DRAINAGE BY NEPHROSTOMY,558,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2109550,"Nephrostomy, nephrotomy with drainage",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1073723800,TRANSCATHETER PLACEMENT OF VENOUS STENTS WITH ANGIOPLASTY,939,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,44816400,"Transcatheter placement of an intravascular stent(s), open or percutaneous, including radiological supervision and interpretation and including angioplasty within the same vessel, when performed; initial vein",Procedure,MAPS_TO,,Sharon Nirenberg,1.6251E+12
non-surgical,1075586600,LAPAROSCOPY WITH RADICAL PROSTATECTOMY AND NERVE SPARING BY RETROPUBIC APPROACH WITH ROBOTIC ASSISTANCE,2285,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.62507E+12,2110044,"Laparoscopy, surgical prostatectomy, retropubic radical, including nerve sparing, includes robotic assistance, when performed",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1077700300,"FLUROSCOPE GUIDANCE, SPINE DIAGNOSE-THERAPY INJECTION",1029,,,,0.4,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2211799,Fluoroscopic guidance and localization of needle or catheter tip for spine or paraspinous diagnostic or therapeutic injection procedures (epidural or subarachnoid) (List separately in addition to code for primary procedure),Procedure,MAPS_TO,,Sharon Nirenberg,1.6251E+12
non-surgical,1072093600,LOCAL AUTOGRAFT OF BONE TO SPINE,2086,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.62509E+12,2102978,"Autograft for spine surgery only (includes harvesting the graft); local (eg, ribs, spinous process, or laminar fragments) obtained from same incision (List separately in addition to code for primary procedure)",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1072068000,"REMOVAL OF IMPLANT; DEEP (EG, BURIED WIRE, PIN, SCREW, METAL BAND, NAIL ROD OR PLATE)",1177,,,,0.96,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2102933,"Removal of implant; deep (eg, buried wire, pin, screw, metal band, nail, rod or plate)",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,107S2900000,ROBOTIC ASSISTED PROCEDURES,8149,,,,0.91,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2721175,Surgical techniques requiring use of robotic surgical system (list separately in addition to code for primary procedure),Procedure,MAPS_TO,,Sharon Nirenberg,1.6251E+12
non-surgical,1075200000,CYSTOURETHROSCOPY,2279,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.62508E+12,2109766,Cystourethroscopy (separate procedure),Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1075726000,"COMBINED ANTEROPOSTERIOR COLPORRHAPHY, INCLUDING CYSTOURETHROSCOPY, WHEN PERFORMED",580,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2110110,"Combined anteroposterior colporrhaphy, including cystourethroscopy, when performed",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1074537800,DIAGNOSTIC FLEXIBLE COLONOSCOPY PROXIMAL TO SPLENIC FLEXURE WITH COLLECTION OF SPECIMEN BY WASHING AND COLON DECOMPRESSION,44191,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.62501E+12,2109194,"Colonoscopy, flexible; diagnostic, including collection of specimen(s) by brushing or washing, when performed (separate procedure)",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,21,LUMBAR OR SCARAL (CAUDAL) EPIDURAL STEROID INJECTION,814,,,,0.66,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,42628690,"Injection(s), of diagnostic or therapeutic substance(s) (eg, anesthetic, antispasmodic, opioid, steroid, other solution), not including neurolytic substances, including needle or catheter placement, interlaminar epidural or subarachnoid, lumbar or sacral ",Procedure,MAPS_TO,,Sharon Nirenberg,1.6251E+12
non-surgical,24,"ULTRASONIC GUIDANCE, INTRAOPERATIVE",1014,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2211794,"Ultrasonic guidance, intraoperative",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1074950500,REPAIR OF REDUCIBLE INGUINAL HERNIA,2055,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.62509E+12,2109489,"Repair initial inguinal hernia, age 5 years or older; reducible",Procedure,MAPS_TO,,Sharon Nirenberg,1.62509E+12
non-surgical,1073722700,UNILATERAL PERCUTANEOUS ENDOVASCULAR REVASCULARIZATION OF POPLITEAL ARTERY WITH TRANSLUMINAL STENT PLACEMENT AND ATHERECTOMY WITH ANGIOPLASTY,1014,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,40757117,"Revascularization, endovascular, open or percutaneous, femoral, popliteal artery(s), unilateral; with transluminal stent placement(s) and atherectomy, includes angioplasty within the same vessel, when performed",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1074628800,CLOSURE OF ANAL FISTULA WITH RECTAL ADVANCEMENT FLAP,558,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2109256,Closure of anal fistula with rectal advancement flap,Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1072828500,CORRECTION OF HAMMERTOE WITH PARTIAL PHALANGECTOMY,933,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2105626,"Correction, hammertoe (eg, interphalangeal fusion, partial or total phalangectomy)",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1076698400,"EXTRACAPSULAR CATARACT REMOVAL WITH INSERTION OF INTRAOCULAR LENS PROSTHESIS (1 STAGE PROCEDURE), MANUAL OR MECHANICAL TECHNIQUE (EG, IRRIGATION AND ASPIRATION OR PHACOEMULSIFICATION); WITHOUT ENDOSCO",694,,,,0.95,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2111015,"Extracapsular cataract removal with insertion of intraocular lens prosthesis (1 stage procedure), manual or mechanical technique (eg, irrigation and aspiration or phacoemulsification); without endoscopic cyclophotocoagulation",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1071510000,"SPLIT-THICKNESS AUTOGRAFT, TRUNK, ARMS, LEGS; FIRST 100 SQ CM OR LESS, OR 1% OF BODY AREA OF INFANTS AND CHILDREN (EXCEPT 15050)",951,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2102277,"Split-thickness autograft, trunk, arms, legs; first 100 sq cm or less, or 1% of body area of infants and children (except 15050)",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1074900000,"EXPLORATORY LAPAROTOMY, EXPLORATORY CELIOTOMY WITH OR WITHOUT BIOPSY(S) (SEPARATE PROCEDURE)",2980,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.62501E+12,2109428,"Exploratory laparotomy, exploratory celiotomy with or without biopsy(s) (separate procedure)",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1076050000,PARATHYROIDECTOMY,930,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2110383,Parathyroidectomy or exploration of parathyroid(s),Procedure,MAPS_TO,,Sharon Nirenberg,1.6251E+12
non-surgical,1072724500,OPEN REDUCTION OF SUBTROCHANTERIC FRACTURE OF FEMUR WITH FIXATION USING INTRAMEDULLARY IMPLANT AND INTERLOCKING SCREWS,1076,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2104918,"Treatment of intertrochanteric, peritrochanteric, or subtrochanteric femoral fracture; with intramedullary implant, with or without interlocking screws and/or cerclage",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1072261400,ARTHRODESIS OF VERTEBRAL SEGMENT BY POSTEROLATERAL TECHNIQUE,1170,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2103519,"Arthrodesis, posterior or posterolateral technique, single level; each additional vertebral segment (List separately in addition to code for primary procedure)",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1073162200,DIAGNOSTIC RIGID BRONCHOSCOPY WITH CELL WASHING USING FLUOROSCOPIC GUIDANCE,998,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2106584,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; diagnostic, with cell washing, when performed (separate procedure)",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,24,"ULTRASONIC GUIDANCE, INTRAOPERATIVE",1014,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2211794,"Ultrasonic guidance, intraoperative",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1073353500,CORONARY ARTERY BYPASS USING 3 ARTERIAL GRAFTS,2000,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.62509E+12,2107243,"Coronary artery bypass, using arterial graft(s); 3 coronary arterial grafts",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1074932000,"DIAGNOSTIC LAPAROSCOPY OF ABDOMEN, PERITONEUM, AND OMENTUM WITH COLLECTION OF SPECIMEN BY WASHING",3469,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.62501E+12,2109451,"Laparoscopy, abdomen, peritoneum, and omentum, diagnostic, with or without collection of specimen(s) by brushing or washing (separate procedure)",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1073346400,TRICUSPID VALVULOPLASTY USING PROSTHETIC RING,1100,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2107175,"Valvuloplasty, tricuspid valve; with ring insertion",Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,1074956000,REPAIR OF REDUCIBLE VENTRAL HERNIA,949,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2109499,Repair initial incisional or ventral hernia; reducible,Procedure,MAPS_TO,,<auto>,1.62499E+12
non-surgical,21,LUMBAR OR SCARAL (CAUDAL) EPIDURAL STEROID INJECTION,814,,,,0.66,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,42628690,"Injection(s), of diagnostic or therapeutic substance(s) (eg, anesthetic, antispasmodic, opioid, steroid, other solution), not including neurolytic substances, including needle or catheter placement, interlaminar epidural or subarachnoid, lumbar or sacral ",Procedure,MAPS_TO,,Sharon Nirenberg,1.6251E+12
non-surgical,1072829600,CORRECTION OF HALLUX VALGUS WITH METATARSAL OSTEOTOMY AND SESAMOIDECTOMY,576,,,,1,APPROVED,EQUAL,Sharon Nirenberg,1.6251E+12,2105644,"Correction, hallux valgus (bunionectomy), with sesamoidectomy, when performed; with distal metatarsal osteotomy, any method",Procedure,MAPS_TO,,<auto>,1.62499E+12
