"SchemaName","Source","NumUses","EpicConceptId","EpicConceptCode","EpicConceptName","EpicConceptValue"
cdm_std,Condition,105785,0,No matching concept,No matching concept,Syncope and collapse
cdm_std,Condition,101686,0,No matching concept,No matching concept,Thyroid nodule
cdm_std,Condition,226535,0,No matching concept,No matching concept,"Type 2 diabetes mellitus without complication, without long-term current use of insulin"
cdm_std,Condition,173584,0,No matching concept,No matching concept,Type 2 diabetes mellitus without complications
cdm_std,Condition,546755,0,No matching concept,No matching concept,Vitamin D deficiency
cdm_std,Condition,139403,0,No matching concept,No matching concept,"Vitamin D deficiency, unspecified"
cdm_std,Condition,330464,0,No matching concept,No matching concept,Well woman exam with routine gynecological exam
cdm_std,Procedures,450619,0,No matching concept,No matching concept,"6-TEST"
cdm_std,Procedures,478777,0,No matching concept,No matching concept,ADD TO PRIMARY INPATIENT SERVICE TEAM
cdm_std,Procedures,320254,0,No matching concept,No matching concept,ADENINE-SALINE RED CELLS
cdm_std,Procedures,292595,0,No matching concept,No matching concept,ADMINISTER FLU VACCINE
cdm_std,Procedures,144748,0,No matching concept,No matching concept,"ADMINISTER FLU VACCINE,QUADRIVALENT 6 MONTHS & OLDER(VACCINE FOR CHILDREN,IM,NO PRESERVATIVE"
cdm_std,Procedures,142178,0,No matching concept,No matching concept,ADMINISTER PNEUMOCOCCAL CONJ VACCINE 13 VALENT
cdm_std,Procedures,109644,0,No matching concept,No matching concept,"ADMINISTER TDAP VACCINE >7 YO, IM"
cdm_std,Procedures,167146,0,No matching concept,No matching concept,ADMIT TO INPATIENT
cdm_std,Procedures,327515,0,No matching concept,No matching concept,ALBUMIN-BLD
cdm_std,Procedures,292151,0,No matching concept,No matching concept,ALK PHOSPHATASE-BLD
cdm_std,Procedures,163606,0,No matching concept,No matching concept,ALPHA FETO PROTEIN
cdm_std,Procedures,380265,0,No matching concept,No matching concept,ALT (SGPT)
cdm_std,Procedures,415283,0,No matching concept,No matching concept,AMYLASE-BLD
cdm_std,Procedures,776695,0,No matching concept,No matching concept,APTT
cdm_std,Procedures,171203,0,No matching concept,No matching concept,ARTERIAL PANEL (ICU)
cdm_std,Procedures,391220,0,No matching concept,No matching concept,AST (SGOT)
cdm_std,Procedures,4006106,0,No matching concept,No matching concept,BASIC METABOLIC PANEL
cdm_std,Procedures,506851,0,No matching concept,No matching concept,BILIRUBIN DIRECT
cdm_std,Procedures,252426,0,No matching concept,No matching concept,BILIRUBIN TOTAL
cdm_std,Procedures,117845,0,No matching concept,No matching concept,BILIRUBIN-NEONATAL
cdm_std,Procedures,656201,0,No matching concept,No matching concept,"BLD SMEAR, MICROSCOPIC"
cdm_std,Procedures,394475,0,No matching concept,No matching concept,"BLOOD GAS, ART"
cdm_std,Procedures,230757,0,No matching concept,No matching concept,"BLOOD GAS, VEN"
cdm_std,Procedures,1081573,0,No matching concept,No matching concept,BLOOD GAS/ELEC PROF-ART (POCT)
cdm_std,Procedures,371666,0,No matching concept,No matching concept,BLOOD GAS/ELEC PROF-VEN (POCT)
cdm_std,Procedures,125346,0,No matching concept,No matching concept,BLOOD GAS/ELEC/OXIMETRY PROFILE- ARTERIAL
cdm_std,Procedures,375032,0,No matching concept,No matching concept,BRAIN NATRIURETIC PEPTIDE
cdm_std,Procedures,391088,0,No matching concept,No matching concept,C REACTIVE PROTEIN
cdm_std,Procedures,252754,0,No matching concept,No matching concept,C REACTIVE PROTEIN HS
cdm_std,Procedures,435777,0,No matching concept,No matching concept,CALCIUM-BLD
cdm_std,Procedures,227376,0,No matching concept,No matching concept,"CALCIUM-IONIZED-WB, ART"
cdm_std,Procedures,127365,0,No matching concept,No matching concept,CARCINOEMBRYONIC ANTIGEN(AKA CEA)
cdm_std,Procedures,220795,0,No matching concept,No matching concept,CARDIAC CATH (CVI)
cdm_std,Procedures,148156,0,No matching concept,No matching concept,CARDIAC PROFILE
cdm_std,Procedures,2619785,0,No matching concept,No matching concept,CBC+PLATELET
cdm_std,Procedures,8612531,0,No matching concept,No matching concept,CBC+PLT+DIFF
cdm_std,Procedures,769085,0,No matching concept,No matching concept,CHEM 7
cdm_std,Procedures,138754,0,No matching concept,No matching concept,CHEM 8+ (POCT)
cdm_std,Procedures,388010,0,No matching concept,No matching concept,"CHLAMYDIA/GC DNA AMP, SWAB OR URINE"
cdm_std,Procedures,480992,0,No matching concept,No matching concept,CK (CPK)
cdm_std,Procedures,109976,0,No matching concept,No matching concept,CK-MB MASS
cdm_std,Procedures,152852,0,No matching concept,No matching concept,COLONOSCOPY
cdm_std,Procedures,4757179,0,No matching concept,No matching concept,COMPREHENSIVE METABOLIC PANEL
cdm_std,Procedures,136095,0,No matching concept,No matching concept,CORD BLOOD EVALUATION
cdm_std,Procedures,152730,0,No matching concept,No matching concept,CPK AND CPK-MB
cdm_std,Procedures,425231,0,No matching concept,No matching concept,CREATININE-SERUM
cdm_std,Procedures,111888,0,No matching concept,No matching concept,CREATININE-URINE RANDOM
cdm_std,Procedures,208907,0,No matching concept,No matching concept,CT ABDOMEN & PELVIS W CONTRAST
cdm_std,Procedures,122984,0,No matching concept,No matching concept,CT ABDOMEN & PELVIS WO CONTRAST
cdm_std,Procedures,135867,0,No matching concept,No matching concept,CT CHEST WO CONTRAST
cdm_std,Procedures,406220,0,No matching concept,No matching concept,CT HEAD WO CONTRAST
cdm_std,Procedures,835961,0,No matching concept,No matching concept,CULTURE-BLOOD
cdm_std,Procedures,127081,0,No matching concept,No matching concept,CULTURE-THROAT
cdm_std,Procedures,919768,0,No matching concept,No matching concept,CULTURE-URINE BACTERIAL
cdm_std,Procedures,241782,0,No matching concept,No matching concept,"CYTOLOGY, GYN"
cdm_std,Procedures,311367,0,No matching concept,No matching concept,CYTOPATHOLOGY
cdm_std,Procedures,105805,0,No matching concept,No matching concept,"DRUGS OF ABUSE SCREEN, URINE"
cdm_std,Procedures,1539077,0,No matching concept,No matching concept,EGFR TEST CALCULATION
cdm_std,Procedures,3531227,0,No matching concept,No matching concept,"ELECTROCARDIOGRAM, COMPLETE"
cdm_std,Procedures,746818,0,No matching concept,No matching concept,"ELECTROCARDIOGRAM, TRACING"
cdm_std,Procedures,513074,0,No matching concept,No matching concept,FERRITIN
cdm_std,Procedures,235418,0,No matching concept,No matching concept,FIBRIN DEGRAD-DIMER
cdm_std,Procedures,223835,0,No matching concept,No matching concept,FIBRINOGEN
cdm_std,Procedures,116795,0,No matching concept,No matching concept,FOLATE-SERUM
cdm_std,Procedures,254777,0,No matching concept,No matching concept,FOLEY CATHETER - CONTINUE
cdm_std,Procedures,120910,0,No matching concept,No matching concept,FRESH FROZEN PLSMA THAWED
cdm_std,Procedures,516510,0,No matching concept,No matching concept,GAMMA GTP-BLD
cdm_std,Procedures,6801765,0,No matching concept,No matching concept,GLUCOSE (POCT) BY METER
cdm_std,Procedures,201786,0,No matching concept,No matching concept,"GLUCOSE-WB, ART"
cdm_std,Procedures,243878,0,No matching concept,No matching concept,"HCG, SERUM, QUANTITATIVE"
cdm_std,Procedures,1529839,0,No matching concept,No matching concept,HEMOGLOBIN A1C
cdm_std,Procedures,212093,0,No matching concept,No matching concept,"HEMOGLOBIN, ARTERIAL, VIA BLOOD GAS"
cdm_std,Procedures,1054850,0,No matching concept,No matching concept,HEPATIC FUNCTION PANEL
cdm_std,Procedures,171304,0,No matching concept,No matching concept,HEPATITIS B CORE AB TOTAL
cdm_std,Procedures,217114,0,No matching concept,No matching concept,HEPATITIS B SURFACE AB QUAL
cdm_std,Procedures,364448,0,No matching concept,No matching concept,HEPATITIS B SURFACE AG
cdm_std,Procedures,447674,0,No matching concept,No matching concept,HEPATITIS C VIRUS ANTIBODY WITH REFLEX TO PCR
cdm_std,Procedures,344843,0,No matching concept,No matching concept,"HIV 1/2, ROUTINE TEST (ANTIGEN/ANTIBODY WITH REFLEX TO CONFIRMATORY)"
cdm_std,Procedures,210908,0,No matching concept,No matching concept,ICU VENOUS PANEL
cdm_std,Procedures,110655,0,No matching concept,No matching concept,IMMUNOFIX PANEL-SERUM
cdm_std,Procedures,126629,0,No matching concept,No matching concept,INTERPRETATION
cdm_std,Procedures,127963,0,No matching concept,No matching concept,IP CONSULT TO NUTRITION
cdm_std,Procedures,412554,0,No matching concept,No matching concept,IRON + TIBC
cdm_std,Procedures,155186,0,No matching concept,No matching concept,LACTATE-BLD
cdm_std,Procedures,240868,0,No matching concept,No matching concept,"LACTATE-WB, ART"
cdm_std,Procedures,738227,0,No matching concept,No matching concept,LDH-BLD
cdm_std,Procedures,136045,0,No matching concept,No matching concept,LEUKOREDUCED RED CELLS
cdm_std,Procedures,710695,0,No matching concept,No matching concept,LIPASE
cdm_std,Procedures,2021190,0,No matching concept,No matching concept,LIPID PANEL
cdm_std,Procedures,106159,0,No matching concept,No matching concept,LIPID W/DIRECT LDL
cdm_std,Procedures,524836,0,No matching concept,No matching concept,LIVER TRANSP MONIT
cdm_std,Procedures,2127650,0,No matching concept,No matching concept,MAGNESIUM-BLD
cdm_std,Procedures,952526,0,No matching concept,No matching concept,MAGNESIUM-BLOOD
cdm_std,Procedures,256733,0,No matching concept,No matching concept,MAMMOGRAPHY SCREENING
cdm_std,Procedures,115351,0,No matching concept,No matching concept,MAMMOGRAPHY SCREENING BILATERAL WITH TOMO
cdm_std,Procedures,314320,0,No matching concept,No matching concept,MANUAL DIFFERENTIAL WITH PLATELET ESTIMATE
cdm_std,Procedures,205711,0,No matching concept,No matching concept,"MICROALB/CREAT,URINE (RAND)"
cdm_std,Procedures,857108,0,No matching concept,No matching concept,MICROSCOPIC EXAM OF URINE
cdm_std,Procedures,106458,0,No matching concept,No matching concept,MR BRAIN WO CONTRAST
cdm_std,Procedures,145536,0,No matching concept,No matching concept,PARATHYROID HORMONE INTACT IRMA
cdm_std,Procedures,1074842,0,No matching concept,No matching concept,PARTIAL THROMBOPLASTIN TIME
cdm_std,Procedures,103356,0,No matching concept,No matching concept,PAT. MONITORING
cdm_std,Procedures,2318330,0,No matching concept,No matching concept,PHOSPHORUS-BLOOD
cdm_std,Procedures,1379479,0,No matching concept,No matching concept,POC WHOLE BLD GLU
cdm_std,Procedures,200602,0,No matching concept,No matching concept,POTASSIUM-ART
cdm_std,Procedures,130741,0,No matching concept,No matching concept,POTASSIUM-PLASMA
cdm_std,Procedures,354896,0,No matching concept,No matching concept,PREGNANCY TEST-URINE (POCT)
cdm_std,Procedures,320153,0,No matching concept,No matching concept,PROGRAF (FK506) LEVEL
cdm_std,Procedures,100042,0,No matching concept,No matching concept,"PROTEIN/CREA.RATIO,URINE"
cdm_std,Procedures,199968,0,No matching concept,No matching concept,"PROTEIN-TOTAL, BLOOD"
cdm_std,Procedures,2232310,0,No matching concept,No matching concept,PROTHROMBIN TIME/INR
cdm_std,Procedures,136442,0,No matching concept,No matching concept,PROTHROMBINE TIME/INR (POCT)
cdm_std,Procedures,283611,0,No matching concept,No matching concept,PSA TOTAL
cdm_std,Procedures,165605,0,No matching concept,No matching concept,PT/INR (POCT)
cdm_std,Procedures,1446860,0,No matching concept,No matching concept,PT/INR AND APTT
cdm_std,Procedures,282339,0,No matching concept,No matching concept,PT-STAT LAB
cdm_std,Procedures,282733,0,No matching concept,No matching concept,PTT-STAT LAB
cdm_std,Procedures,214497,0,No matching concept,No matching concept,"RED BLOOD CELLS, LEUKOREDUCED"
cdm_std,Procedures,186165,0,No matching concept,No matching concept,RETICULOCYTE AUTO
cdm_std,Procedures,139037,0,No matching concept,No matching concept,"RUBELLA AB, IGG"
cdm_std,Procedures,111483,0,No matching concept,No matching concept,RUTTENBERG CBC WITH PLT & DIFF
cdm_std,Procedures,430850,0,No matching concept,No matching concept,"SARS COV 2, PCR"
cdm_std,Procedures,183405,0,No matching concept,No matching concept,SARSCOV2 VAC 30MCG/0.3ML IM
cdm_std,Procedures,510347,0,No matching concept,No matching concept,SED RATE (ESR)
cdm_std,Procedures,1757450,0,No matching concept,No matching concept,SURGICAL PATHOLOGY
cdm_std,Procedures,554662,0,No matching concept,No matching concept,SYPHILIS RPR
cdm_std,Procedures,150187,0,No matching concept,No matching concept,T3-TOTAL
cdm_std,Procedures,531153,0,No matching concept,No matching concept,T4-FREE THYROXINE
cdm_std,Procedures,166143,0,No matching concept,No matching concept,T4-TOTAL
cdm_std,Procedures,244080,0,No matching concept,No matching concept,TRANSFER PATIENT
cdm_std,Procedures,107984,0,No matching concept,No matching concept,TRANSFUSE RED BLOOD CELLS
cdm_std,Procedures,659052,0,No matching concept,No matching concept,TRANSPLANT HISTORICAL RESULT
cdm_std,Procedures,432393,0,No matching concept,No matching concept,TRANSTHORACIC ECHOCARDIOGRAM (TTE)
cdm_std,Procedures,1411507,0,No matching concept,No matching concept,TROPONIN I
cdm_std,Procedures,102673,0,No matching concept,No matching concept,TROPONIN-I
cdm_std,Procedures,1715013,0,No matching concept,No matching concept,TSH
cdm_std,Procedures,199895,0,No matching concept,No matching concept,TSH W/ FREE T4 REFLEX
cdm_std,Procedures,2147778,0,No matching concept,No matching concept,TYPE AND SCREEN
cdm_std,Procedures,363962,0,No matching concept,No matching concept,ULTRASOUND PROCEDURE
cdm_std,Procedures,421323,0,No matching concept,No matching concept,URIC ACID-BLD
cdm_std,Procedures,147463,0,No matching concept,No matching concept,URINALYSIS (POCT)
cdm_std,Procedures,2103137,0,No matching concept,No matching concept,"URINALYSIS, ROUTINE"
cdm_std,Procedures,130888,0,No matching concept,No matching concept,"URINALYSIS, ROUTINE MICROSCOPIC EXAMINATION"
cdm_std,Procedures,588203,0,No matching concept,No matching concept,URINE-DIPSTICK (POCT)
cdm_std,Procedures,106621,0,No matching concept,No matching concept,US ABDOMEN COMPLETE
cdm_std,Procedures,130834,0,No matching concept,No matching concept,US PELVIS TRANSVAGINAL (NON-OBSTETRICAL)
cdm_std,Procedures,131366,0,No matching concept,No matching concept,VANCOMYCIN TROUGH-BLD
cdm_std,Procedures,123421,0,No matching concept,No matching concept,"VARICELLA ZOSTER IGG, SERUM"
cdm_std,Procedures,207062,0,No matching concept,No matching concept,VENOUS BLOOD GAS WITH LACTATE (POCT)
cdm_std,Procedures,391116,0,No matching concept,No matching concept,VENOUS PANEL (ER)
cdm_std,Procedures,156162,0,No matching concept,No matching concept,VITAMIN B12 & FOLATE-SERUM
cdm_std,Procedures,384023,0,No matching concept,No matching concept,VITAMIN B12-SERUM
cdm_std,Procedures,778859,0,No matching concept,No matching concept,VITAMIN D 25-OH (FOR DEFICIENCY SCREENING)
cdm_std,Procedures,1422270,0,No matching concept,No matching concept,X-RAY CHEST 1 VIEW PORTABLE
cdm_std,Procedures,1016818,0,No matching concept,No matching concept,X-RAY CHEST PA AND LATERAL ONLY
cdm_std,Procedures,100441,0,No matching concept,No matching concept,X-RAY CHEST PA OR AP
