"ProcedureEpicId","Epic_name","concept_name","Code"
425439,PHYSICAL MEDICINE PROCEDURE (97799) EKSO,Unlisted physical medicine/rehabilitation service or procedure,"97799"
62202,"LAMOTRIGINE, QUANT DRUG ASY","Quantitation of therapeutic drug, not elsewhere specified","80299"
65088,MR ELBOWS BOTH WO CONTRAST,"Magnetic resonance (eg, proton) imaging, any joint of upper extremity; with contrast material(s)","73222"
62452,CREATININE-SERUM,Creatinine; blood,"82565"
4369,"ENDOMETRIAL SAMPLING (BIOPSY) WITH OR WITHOUT ENDOCERVICAL SAMPLING (BIOPSY), WITHOUT CERVICAL DILATION, ANY METHOD (SEPARATE PROCEDURE)","Endometrial sampling (biopsy) with or without endocervical sampling (biopsy), without cervical dilation, any method (separate procedure)","58100"
181,"ANESTH,UPPER LEG VEINS SURG","Anesthesia for all procedures involving veins of upper leg, including exploration","01260"
501,"DERMABRASION; SEGMENTAL, FACE","Dermabrasion; segmental, face","15781"
174952,MRI THUMB WO CONTRAST RIGHT,"Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; without contrast material(s)","73218"
218008,ROTABLATOR,Percutaneous balloon valvuloplasty; pulmonary valve,"92990"
173557,REPAIR DOUBLE ACCESS PORT,"Repair of central venous access device, with subcutaneous port or pump, central or peripheral insertion site","36576"
1409,"REPAIR OR ADVANCEMENT OF PROFUNDUS TENDON, WITH INTACT SUPERFICIALIS TENDON; SECONDARY WITHOUT FREE GRAFT, EACH TENDON","Repair or advancement of profundus tendon, with intact superficialis tendon; secondary without free graft, each tendon","26373"
7017,HPV DETECTION & TYPING,"Infectious agent detection by nucleic acid (DNA or RNA); papillomavirus, human, amplified probe technique","87621"
178342,PT RE-EVAL EST PLAN CARE,"Re-evaluation of physical therapy established plan of care, requiring these components: An examination including a review of history and use of standardized tests and measures is required; and Revised plan of care using a standardized patient assessment i","97164"
2732,"REPAIR BLOOD VESSEL, DIRECT; INTRA-ABDOMINAL","Repair blood vessel, direct; intra-abdominal","35221"
552,"EXCISION, ISCHIAL PRESSURE ULCER, WITH PRIMARY SUTURE; WITH OSTECTOMY (ISCHIECTOMY)","Excision, ischial pressure ulcer, with primary suture; with ostectomy (ischiectomy)","15941"
176774,BREAST BIOPSY/LOC - MR GUIDED 1ST LESION RIGHT,"Biopsy, breast, with placement of breast localization device(s) (eg, clip, metallic pellet), when performed, and imaging of the biopsy specimen, when performed, percutaneous; first lesion, including magnetic resonance guidance","19085"
170185,US FINE NEEDLE ASPIRATION RIGHT,"Ultrasonic guidance for needle placement (eg, biopsy, aspiration, injection, localization device), imaging supervision and interpretation","76942"
167707,"REVISION OF TOTAL SHOULDER ARTHROPLASTY, INCLUDING ALLOGRAFT WHEN PERFORMED; HUMERAL AND GLENOID COMPONENT","Revision of total shoulder arthroplasty, including allograft when performed; humeral and glenoid component","23474"
48775,"QUANT SENSORY TEST, COOL","Quantitative sensory testing (QST), testing and interpretation per extremity; using cooling stimuli to assess small nerve fiber sensation and hyperalgesia","0108T"
3498,"UNLISTED LAPAROSCOPY PROCEDURE, APPENDIX","Unlisted laparoscopy procedure, appendix","44979"
4350,COLPOSCOPY OF THE CERVIX INCLUDING UPPER/ADJACENT VAGINA; WITH LOOP ELECTRODE BIOPSY(S) OF THE CERVIX,Colposcopy of the cervix including upper/adjacent vagina; with loop electrode biopsy(s) of the cervix,"57460"
168426,NASAL A/C TREATMENT,"Continuous positive airway pressure ventilation (CPAP), initiation and management","94660"
164055,PR COUNSEL NEW/CHANGING MOLES SELF-EXAMINATION,Patient counseled on self-examination for new or changing moles (ML),"5005F"
218320,EXERCISE TEST BRONCOSPASM,"Exercise test for bronchospasm, including pre- and post-spirometry, electrocardiographic recording(s), and pulse oximetry","94617"
29158,COMPUTER MAMMOGRAM ADD-ON,"Computer-aided detection (computer algorithm analysis of digital image data for lesion detection) with further review for interpretation, with or without digitization of film radiographic images; screening mammography (List separately in addition to code ","77052"
315,"SHAVING OF EPIDERMAL OR DERMAL LESION, SINGLE LESION, SCALP, NECK, HANDS, FEET, GENITALIA; LESION DIAMETER 0.5 CM OR LESS","Shaving of epidermal or dermal lesion, single lesion, scalp, neck, hands, feet, genitalia; lesion diameter 0.5 cm or less","11305"
3082,INCISION OF LABIAL FRENUM (FRENOTOMY),Incision of labial frenum (frenotomy),"40806"
1971,"CORRECTION, HAMMERTOE (EG, INTERPHALANGEAL FUSION, PARTIAL OR TOTAL PHALANGECTOMY)","Correction, hammertoe (eg, interphalangeal fusion, partial or total phalangectomy)","28285"
3460,"ILEOSCOPY, THROUGH STOMA; WITH BIOPSY, SINGLE OR MULTIPLE","Ileoscopy, through stoma; with biopsy, single or multiple","44382"
4244,"LAPAROSCOPY, SURGICAL, WITH LIGATION OF SPERMATIC VEINS FOR VARICOCELE","Laparoscopy, surgical, with ligation of spermatic veins for varicocele","55550"
171781,"ABSCESS/CYST DRAINAGE,  LIVER","Radiological guidance (ie, fluoroscopy, ultrasound, or computed tomography), for percutaneous drainage (eg, abscess, specimen collection), with placement of catheter, radiological supervision and interpretation","75989"
171727,X-RAY HIP UNILATERAL 1 VIEW,"Radiologic examination, hip, unilateral; 1 view","73500"
675,REMOVAL OF FOREIGN BODY IN MUSCLE OR TENDON SHEATH; DEEP OR COMPLICATED,Removal of foreign body in muscle or tendon sheath; deep or complicated,"20525"
7419,OTOLARYNGOLOGIC EXAMINATION UNDER GENERAL ANESTHESIA,Otolaryngologic examination under general anesthesia,"92502"
7235,ADMINISTER TETANUS-DIPHTERIA TOXOID <7 YO,"Diphtheria and tetanus toxoids adsorbed (DT) when administered to individuals younger than 7 years, for intramuscular use","90702"
175794,ONCO TUMOR IMG SPECT,"Radiopharmaceutical localization of tumor, inflammatory process or distribution of radiopharmaceutical agent(s) (includes vascular flow and blood pool imaging, when performed); tomographic (SPECT), single area (eg, head, neck, chest, pelvis), single day i","78803"
63796,ROCKY MTN SPOTTED FEVER,"Fluorescent noninfectious agent antibody; titer, each antibody","86256"
3321,ESOPHAGOJEJUNOSTOMY (WITHOUT TOTAL GASTRECTOMY); ABDOMINAL APPROACH,Esophagojejunostomy (without total gastrectomy); abdominal approach,"43340"
63192,BEEF,"Allergen specific IgE; quantitative or semiquantitative, crude allergen extract, each","86003"
168146,MECHOLYL PROVOCA.,"Bronchospasm provocation evaluation, multiple spirometric determinations as in 94010, with administered agents (eg, antigen[s], cold air, methacholine)","94070"
889,"UNLISTED MUSCULOSKELETAL PROCEDURE, HEAD","Unlisted musculoskeletal procedure, head","21499"
165564,HDR RDNCL SKN SURF BRACHYTX,"Remote afterloading high dose rate radionuclide skin surface brachytherapy, includes basic dosimetry, when performed; lesion diameter over 2.0 cm and 2 or more channels, or multiple lesions","77768"
195002,PRP OF THE SHOULDER,"Injection(s), platelet rich plasma, any site, including image guidance, harvesting and preparation when performed","0232T"
177097,"INJECTION(S), OF DIAGNOSTIC OR THERAPEUTIC SUBSTANCE(S) (EG, ANESTHETIC, ANTISPASMODIC, OPIOID, STEROID, OTHER SOLUTION), NOT INCLUDING NEUROLYTIC, INTERLAMINAR EPIDURAL OR SUBARACHNOID, C*","Injection(s), of diagnostic or therapeutic substance(s) (eg, anesthetic, antispasmodic, opioid, steroid, other solution), not including neurolytic substances, including needle or catheter placement, interlaminar epidural or subarachnoid, cervical or thora","62320"
65118,MRA FOREARM RIGHT W/WO CONTRAST,"Magnetic resonance angiography, upper extremity, with or without contrast material(s)","73225"
4052,"CYSTOURETHROSCOPY, WITH URETEROSCOPY AND/OR PYELOSCOPY; WITH REMOVAL OR MANIPULATION OF CALCULUS (URETERAL CATHETERIZATION IS INCLUDED)","Cystourethroscopy, with ureteroscopy and/or pyeloscopy; with removal or manipulation of calculus (ureteral catheterization is included)","52352"
5069,IRIDOTOMY BY STAB INCISION (SEPARATE PROCEDURE); EXCEPT TRANSFIXION,Iridotomy by stab incision (separate procedure); except transfixion,"66500"
170073,"BIOPSY, BREAST, WITH PLACEMENT OF BREAST LOCALIZATION DEVICE(S) (EG, CLIP, METALLIC PELLET), WHEN PERFORMED, AND IMAGING OF T... (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)","Biopsy, breast, with placement of breast localization device(s) (eg, clip, metallic pellet), when performed, and imaging of the biopsy specimen, when performed, percutaneous; each additional lesion, including magnetic resonance guidance (List separately i","19086"
175635,L & D OR PROCEDURE,Collection of venous blood by venipuncture,"36415"
7926,"COLL/INTER PHYSIOLOGIC DATA,MIN 30 MIN","Collection and interpretation of physiologic data (eg, ECG, blood pressure, glucose monitoring) digitally stored and/or transmitted by the patient and/or caregiver to the physician or other qualified health care professional, qualified by education, train","99091"
7652,"US DOPPLER ABDOMEN, LIMITED (RADIOLOGY)","Duplex scan of arterial inflow and venous outflow of abdominal, pelvic, scrotal contents and/or retroperitoneal organs; limited study","93976"
48803,"PROSTATE BIOPSY, NEEDLE, SATURATION SAMPLING","Biopsy, prostate, needle, saturation sampling for prostate mapping","0137T"
228,"ANESTH,SHOULDER CASTING","Anesthesia for shoulder cast application, removal or repair, not otherwise specified","01680"
63030,STYRENE-BLD,"Volatiles (eg, acetic anhydride, diethylether)","84600"
164962,"THORACOTOMY; WITH THERAPEUTIC WEDGE RESECTION (EG, MASS OR NODULE), EACH ADDITIONAL RESECTION, IPSILATERAL (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)","Thoracotomy; with therapeutic wedge resection (eg, mass or nodule), each additional resection, ipsilateral (List separately in addition to code for primary procedure)","32506"
1149,"ARTHROPLASTY, ELBOW; WITH DISTAL HUMERAL PROSTHETIC REPLACEMENT","Arthroplasty, elbow; with distal humeral prosthetic replacement","24361"
3141,"EXCISION OF LESION OR TUMOR (EXCEPT LISTED ABOVE), DENTOALVEOLAR STRUCTURES; WITHOUT REPAIR","Excision of lesion or tumor (except listed above), dentoalveolar structures; without repair","41825"
63346,EGG YOLK,"Allergen specific IgE; quantitative or semiquantitative, crude allergen extract, each","86003"
1824,"REPAIR, SECONDARY, DISRUPTED LIGAMENT, ANKLE, COLLATERAL (EG, WATSON-JONES PROCEDURE)","Repair, secondary, disrupted ligament, ankle, collateral (eg, Watson-Jones procedure)","27698"
176354,US NECK,"Ultrasound, soft tissues of head and neck (eg, thyroid, parathyroid, parotid), real time with image documentation","76536"
2614,"REPAIR OF TRANSPOSITION OF THE GREAT ARTERIES, AORTIC PULMONARY ARTERY RECONSTRUCTION (EG, JATENE TYPE); WITH REMOVAL OF PULMONARY BAND","Repair of transposition of the great arteries, aortic pulmonary artery reconstruction (eg, Jatene type); with removal of pulmonary band","33779"
419059,PATIENT DOES NOT EXHIBIT 3 OR MORE RISK FACTORS FOR POST-OPERATIVE NAUSEA AND VOMITING (PERI2),Patient does not exhibit 3 or more risk factors for post-operative nausea and vomiting (Peri2),"4557F"
176166,EXTRACRANIAL ARTERY DUPLEX COM RIGHT,Duplex scan of extracranial arteries; unilateral or limited study,"93882"
6611,HEPARIN NEUTRALIZATN,Heparin neutralization,"85525"
3486,"EXCLUSION OF SMALL INTESTINE FROM PELVIS BY MESH OR OTHER PROSTHESIS, OR NATIVE TISSUE (EG, BLADDER OR OMENTUM)","Exclusion of small intestine from pelvis by mesh or other prosthesis, or native tissue (eg, bladder or omentum)","44700"
4942,EXCISION OF NEUROFIBROMA OR NEUROLEMMOMA; CUTANEOUS NERVE,Excision of neurofibroma or neurolemmoma; cutaneous nerve,"64788"
172741,IMA ORDER 3,"Selective catheter placement, arterial system; initial third order or more selective abdominal, pelvic, or lower extremity artery branch, within a vascular family","36247"
2156,"ARTHROSCOPY, KNEE, SURGICAL; SYNOVECTOMY, LIMITED (EG, PLICA OR SHELF RESECTION) (SEPARATE PROCEDURE)","Arthroscopy, knee, surgical; synovectomy, limited (eg, plica or shelf resection) (separate procedure)","29875"
169778,FECAL DISIMPACTION W/ ANES,Removal of fecal impaction or foreign body (separate procedure) under anesthesia,"45915"
7948,"OFFICE VISIT,NEW,LEVL IV (99204)","Office or other outpatient visit for the evaluation and management of a new patient, which requires these 3 key components: A comprehensive history; A comprehensive examination; Medical decision making of moderate complexity. Counseling and/or coordinatio","99204"
1217,"EXCISION, TUMOR, SOFT TISSUE OF FOREARM AND/OR WRIST AREA, SUBFASCIAL (EG, INTRAMUSCULAR); LESS THAN 3 CM","Excision, tumor, soft tissue of forearm and/or wrist area, subfascial (eg, intramuscular); less than 3 cm","25076"
1310,CLOSED TREATMENT OF ULNAR SHAFT FRACTURE; WITH MANIPULATION,Closed treatment of ulnar shaft fracture; with manipulation,"25535"
1755,"OPEN TREATMENT OF TIBIAL FRACTURE, PROXIMAL (PLATEAU); UNICONDYLAR, INCLUDES INTERNAL FIXATION, WHEN PERFORMED","Open treatment of tibial fracture, proximal (plateau); unicondylar, includes internal fixation, when performed","27535"
174940,MRI SCAPULA WO CONTRAST RIGHT,"Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; without contrast material(s)","73218"
4501,"INDUCED ABORTION, BY 1 OR MORE INTRA-AMNIOTIC INJECTIONS (AMNIOCENTESIS-INJECTIONS), INCLUDING HO…ES; WITH DILATION AND CURETTAGE AND/OR EVACUATION","Induced abortion, by 1 or more intra-amniotic injections (amniocentesis-injections), including hospital admission and visits, delivery of fetus and secundines; with dilation and curettage and/or evacuation","59851"
3312,"ESOPHAGOPLASTY (PLASTIC REPAIR OR RECONSTRUCTION), THORACIC APPROACH; WITH REPAIR OF TRACHEOESOPHAGEAL FISTULA","Esophagoplasty (plastic repair or reconstruction), thoracic approach; with repair of tracheoesophageal fistula","43312"
4033,"CYSTOURETHROSCOPY; WITH INCISION OR RESECTION OF ORIFICE OF BLADDER DIVERTICULUM, SINGLE OR MULTIPLE","Cystourethroscopy; with incision or resection of orifice of bladder diverticulum, single or multiple","52305"
1109,EXCISION OR CURETTAGE OF BONE CYST OR BENIGN TUMOR OF HEAD OR NECK OF RADIUS OR OLECRANON PROCESS; WITH ALLOGRAFT,Excision or curettage of bone cyst or benign tumor of head or neck of radius or olecranon process; with allograft,"24126"
7194,"ADMINISTER RSV-IGIM, IM","Respiratory syncytial virus, monoclonal antibody, recombinant, for intramuscular use, 50 mg, each","90378"
6496,TBG-THYROID ACTIVITY (RIA),Thyroxine binding globulin (TBG),"84442"
1178,"PERCUTANEOUS SKELETAL FIXATION OF HUMERAL CONDYLAR FRACTURE, MEDIAL OR LATERAL, WITH MANIPULATION","Percutaneous skeletal fixation of humeral condylar fracture, medial or lateral, with manipulation","24582"
1520,"ARTHRODESIS, CARPOMETACARPAL JOINT, THUMB, WITH OR WITHOUT INTERNAL FIXATION;","Arthrodesis, carpometacarpal joint, thumb, with or without internal fixation","26841"
168335,BIPAP/CPAP  SUBSQ MGMT,"Continuous positive airway pressure ventilation (CPAP), initiation and management","94660"
169535,NON-PHYSICIAN PROFESSIONAL TELEPHONE DISCUSSION 5-10 MIN,"Telephone assessment and management service provided by a qualified nonphysician health care professional to an established patient, parent, or guardian not originating from a related assessment and management service provided within the previous 7 days n","98966"
1126,"REMOVAL OF FOREIGN BODY, UPPER ARM OR ELBOW AREA; DEEP (SUBFASCIAL OR INTRAMUSCULAR)","Removal of foreign body, upper arm or elbow area; deep (subfascial or intramuscular)","24201"
7732,"PROFES SVC,IMMUNOTHER,SINGLE/MULT AGS",Professional services for the supervision of preparation and provision of antigens for allergen immunotherapy; single or multiple antigens (specify number of doses),"95165"
5283,MYRINGOTOMY INCLUDING ASPIRATION AND/OR EUSTACHIAN TUBE INFLATION REQUIRING GENERAL ANESTHESIA,Myringotomy including aspiration and/or eustachian tube inflation requiring general anesthesia,"69421"
3559,REPAIR OF RECTOCELE (SEPARATE PROCEDURE),Repair of rectocele (separate procedure),"45560"
2458,"PERICARDIECTOMY, SUBTOTAL OR COMPLETE; WITH CARDIOPULMONARY BYPASS","Pericardiectomy, subtotal or complete; with cardiopulmonary bypass","33031"
48737,"ACTIGRAPHY TESTING, 3-DAY","Actigraphy testing, recording, analysis and interpretation (minimum of three-day recording)","0089T"
64884,MR VENOGRAM HEAD WO CONTRAST,"Magnetic resonance angiography, head; without contrast material(s)","70544"
169128,REMOVAL OF FOREIGN BODY,Removal of foreign body in muscle or tendon sheath; simple,"20520"
1857,CLOSED TREATMENT OF DISTAL FIBULAR FRACTURE (LATERAL MALLEOLUS); WITH MANIPULATION,Closed treatment of distal fibular fracture (lateral malleolus); with manipulation,"27788"
5087,"REPOSITIONING OF INTRAOCULAR LENS PROSTHESIS, REQUIRING AN INCISION (SEPARATE PROCEDURE)","Repositioning of intraocular lens prosthesis, requiring an incision (separate procedure)","66825"
2549,"CORONARY ARTERY BYPASS, VEIN ONLY; SINGLE CORONARY VENOUS GRAFT","Coronary artery bypass, vein only; single coronary venous graft","33510"
174785,BREAST IMAGING CONSULT/FILM ONLY,"Consultation on X-ray examination made elsewhere, written report","76140"
418910,GROUP B STREPTOCOCCUS (GBS) SCREENING DOCUMENTED AS PERFORMED DURING WEEK 35-37 GESTATION (PRE-CR),Group B Streptococcus (GBS) screening documented as performed during week 35-37 gestation (Pre-Cr),"3294F"
64864,MR INT AUD CANAL W/O CONTRAST,"Magnetic resonance (eg, proton) imaging, orbit, face, and/or neck; without contrast material(s)","70540"
175395,NM CISTERNOGRAM RADIONUCLIDE,Cerebrospinal fluid leakage detection and localization,"78650"
65458,MRA TIB/FIB RIGHT WO CONTRAST,"Magnetic resonance angiography, lower extremity, with or without contrast material(s)","73725"
2987,LIGATN/STRIP LONG & SHORT SAPHEN,Ligation and division and complete stripping of long and short saphenous veins (Deprecated),"37730"
2045,CLOSED TREATMENT OF INTERPHALANGEAL JOINT DISLOCATION; REQUIRING ANESTHESIA,Closed treatment of interphalangeal joint dislocation; requiring anesthesia,"28665"
152388,EYE IMAGING VALIDATED TO MATCH DIAGNOSIS FROM 7 STANDARD FIELD STEREOSCOPIC RETINAL PHOTOS RESULT… AND REVIEWED; WITH EVIDENCE OF RETINOPATHY (DM)2,Eye imaging validated to match diagnosis from 7 standard field stereoscopic retinal photos results documented and reviewed; with evidence of retinopathy (DM),"2026F"
4774,"VERTEBRAL CORPECTOMY (VERTEBRAL BODY RESECTION), PARTIAL OR COMPLETE, ANTERIOR APPROACH WITH DECO…RATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)","Vertebral corpectomy (vertebral body resection), partial or complete, anterior approach with decompression of spinal cord and/or nerve root(s); cervical, each additional segment (List separately in addition to code for primary procedure)","63082"
2346,"BRONCHOSCOPY, RIGID OR FLEXIBLE, INCLUDING FLUOROSCOPIC GUIDANCE, WHEN PERFORMED; WITH THERAPEUTIC ASPIRATION OF TRACHEOBRONCHIAL TREE, SUBSEQUENT, SAME HOSPITAL STAY","Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with therapeutic aspiration of tracheobronchial tree, subsequent, same hospital stay","31646"
419067,PATIENT HAS A CORONARY ARTERY STENT (PERI2),Patient has a coronary artery stent (Peri2),"4561F"
63772,ANTINEUT CYTOPLAS AB,"Fluorescent noninfectious agent antibody; screen, each antibody","86255"
6063,PHENYTOIN-FREE,Phenytoin; free,"80186"
64276,FLUID CELL CNT AND DIFF,"Cell count, miscellaneous body fluids (eg, cerebrospinal fluid, joint fluid), except blood; with differential count","89051"
665,"BIOPSY, MUSCLE, PERCUTANEOUS NEEDLE","Biopsy, muscle, percutaneous needle","20206"
418848,PATIENT QUERIED ABOUT PAIN AND PAIN INTERFERENCE WITH FUNCTION USING A VALID AND RELIABLE INSTRUMENT (DSP),Patient queried about pain and pain interference with function using a valid and reliable instrument (DSP),"1502F"
3221,"TONSILLECTOMY, PRIMARY OR SECONDARY; AGE 12 OR OVER","Tonsillectomy, primary or secondary; age 12 or over","42826"
941,"OPEN TREATMENT AND/OR REDUCTION OF ODONTOID FRACTURE(S) AND OR DISLOCATION(S) (INCLUDING OS ODONTOIDEUM), ANTERIOR APPROACH, INCLUDING PLACEMENT OF INTERNAL FIXATION; WITH GRAFTING","Open treatment and/or reduction of odontoid fracture(s) and or dislocation(s) (including os odontoideum), anterior approach, including placement of internal fixation; with grafting","22319"
218052,IVC FILTER PLACEMENT,"Insertion of intravascular vena cava filter, endovascular approach including vascular access, vessel selection, and radiological supervision and interpretation, intraprocedural roadmapping, and imaging guidance (ultrasound and fluoroscopy), when performed","37191"
2387,THORACOTOMY; WITH CARDIAC MASSAGE,Thoracotomy; with cardiac massage,"32160"
431520,ORTHOTIC TRAINING MNGMT 15MIN,"Orthotic(s) management and training (including assessment and fitting when not otherwise reported), upper extremity(ies), lower extremity(ies) and/or trunk, initial orthotic(s) encounter, each 15 minutes","97760"
7745,"EEG,W/AWAKE & DROWSY RECORD",Electroencephalogram (EEG); including recording awake and drowsy,"95816"
1552,"ARTHROTOMY, WITH BIOPSY; SACROILIAC JOINT","Arthrotomy, with biopsy; sacroiliac joint","27050"
343645,NEUROPSYCH TEST ADMIN AND SCORING BY TECHNICIAN 1ST 30 MIN (96138),"Psychological or neuropsychological test administration and scoring by technician, two or more tests, any method; first 30 minutes","96138"
26175,"INSERTION OF TUNNELED CENTRALLY INSERTED CENTRAL VENOUS ACCESS DEVICE, REQUIRING 2 CATHETERS VIA 2 SEPARATE VENOUS ACCESS SITES; WITH SUBCUTANEOUS PORT(S)","Insertion of tunneled centrally inserted central venous access device, requiring 2 catheters via 2 separate venous access sites; with subcutaneous port(s)","36566"
418038,"ASCENDING AORTA GRAFT, WITH CARDIOPULMONARY BYPASS, INCLUDES VALVE SUSPENSION, WHEN PERFORMED; FOR AORTIC DISSECTION","Ascending aorta graft, with cardiopulmonary bypass, includes valve suspension, when performed; for aortic dissection","33858"
48667,"NURSING FAC CARE, SUBSEQ","Subsequent nursing facility care, per day, for the evaluation and management of a patient, which requires at least 2 of these 3 key components: A detailed interval history; A detailed examination; Medical decision making of moderate complexity. Counseling","99309"
62428,COLLAGEN CROSS LINKS,"Collagen cross links, any method","82523"
6210,PYRIDINIUM CROSS LINKS-2HR,"Collagen cross links, any method","82523"
347,"EXCISION, MALIGNANT LESION INCLUDING MARGINS, TRUNK, ARMS, OR LEGS; EXCISED DIAMETER 0.5 CM OR LESS","Excision, malignant lesion including margins, trunk, arms, or legs; excised diameter 0.5 cm or less","11600"
3304,"ERCP,RMV F.B./CHANGE STENT",Endoscopic retrograde cholangiopancreatography (ERCP); with endoscopic retrograde removal of foreign body and/or change of tube or stent,"43269"
249751,INJECTION IV (PUSH) INITIAL,"Therapeutic, prophylactic, or diagnostic injection (specify substance or drug); intravenous push, single or initial substance/drug","96374"
176670,METASTATIC SURVEY/OR LIMITED,"Radiologic examination, osseous survey; limited (eg, for metastases)","77074"
473,"APPL BILAM SKIN SUBST, ADD 25SQCM",Application of bilaminate skin substitute/neodermis; each additional 25 sq cm (List separately in addition to code for primary procedure) (Deprecated),"15343"
166379,RT C P A P,"Continuous positive airway pressure ventilation (CPAP), initiation and management","94660"
26183,"INSERTION OF PERIPHERALLY INSERTED CENTRAL VENOUS ACCESS DEVICE, WITH SUBCUTANEOUS PORT; AGE 5 YEARS OR OLDER","Insertion of peripherally inserted central venous access device, with subcutaneous port; age 5 years or older","36571"
7038,ACYCLOVIR VIRAL SUSCEPT.,Unlisted microbiology procedure,"87999"
4601,"CRANIOTOMY WITH ELEVATION OF BONE FLAP; FOR EXCISION OF CEREBRAL EPILEPTOGENIC FOCUS, WITH ELECTROCORTICOGRAPHY DURING SURGERY (INCLUDES REMOVAL OF ELECTRODE ARRAY)","Craniotomy with elevation of bone flap; for excision of cerebral epileptogenic focus, with electrocorticography during surgery (includes removal of electrode array)","61536"
344446,PRGRMG DEV EVAL IIMS IP,"Programming device evaluation (in person) of intracardiac ischemia monitoring system with iterative adjustment of programmed values, with analysis, review, and report","0528T"
6749,FRANCISELLA TULARENSIS,Antibody; Francisella tularensis,"86668"
343634,SHOCKWAVE FOR ED,"Unlisted procedure, urinary system","53899"
169988,RAPID HIV TEST 1/2 ANTIBODY,"Antibody; HIV-1 and HIV-2, single result","86703"
6136,"AMINO ACID, SINGLE QUAL","Amino acids; single, qualitative, each specimen","82127"
62412,PRO-PREDICT METABOLITES,"Chromatography, quantitative, column (eg, gas liquid or HPLC); single analyte not elsewhere specified, single stationary and mobile phase","82491"
14546,"THERAPEUTIC APHERESIS; WITH EXTRACORPOREAL IMMUNOADSORPTION, SELECTIVE ADSORPTION OR SELECTIVE FILTRATION AND PLASMA REINFUSION","Therapeutic apheresis; with extracorporeal immunoadsorption, selective adsorption or selective filtration and plasma reinfusion","36516"
761,"APPLICATION OF HALO TYPE APPLIANCE FOR MAXILLOFACIAL FIXATION, INCLUDES REMOVAL (SEPARATE PROCEDURE)","Application of halo type appliance for maxillofacial fixation, includes removal (separate procedure)","21100"
3441,"COLOSTOMY OR SKIN LEVEL CECOSTOMY; WITH MULTIPLE BIOPSIES (EG, FOR CONGENITAL MEGACOLON) (SEPARATE PROCEDURE)","Colostomy or skin level cecostomy; with multiple biopsies (eg, for congenital megacolon) (separate procedure)","44322"
175801,OUTPT CONSULT LOW2,"Office consultation for a new or established patient, which requires these 3 key components: An expanded problem focused history; An expanded problem focused examination; and Straightforward medical decision making. Counseling and/or coordination of care ","99242"
166578,TRANSITIONAL CARE MANAGEMENT - HIGH COMPLEXITY,"Transitional Care Management Services with the following required elements: Communication (direct contact, telephone, electronic) with the patient and/or caregiver within 2 business days of discharge Medical decision making of high complexity during the s","99496"
176606,CHEST INSPIRATION/ EXPIRATION,"Radiologic examination, chest, 2 views, frontal and lateral","71020"
417026,"REPAIR, PARAESOPHAGEAL HIATAL HERNIA, (INCLUDING FUNDOPLICATION), VIA THORACOABDOMINAL INCISION, EXCEPT NEONATAL; WITH IMPLANTATION OF MESH OR OTHER PROSTHESIS","Repair, paraesophageal hiatal hernia, (including fundoplication), via thoracoabdominal incision, except neonatal; with implantation of mesh or other prosthesis","43337"
3679,CHANGE PERCUT BILE DUCT CATHETER,Change of percutaneous biliary drainage catheter,"47525"
5669,VENOGRAM EPIDURAL,"Venography, epidural, radiological supervision and interpretation","75872"
14634,"MEASUREMENT OF POST-VOIDING RESIDUAL URINE AND/OR BLADDER CAPACITY BY ULTRASOUND, NON-IMAGING","Measurement of post-voiding residual urine and/or bladder capacity by ultrasound, non-imaging","51798"
64140,ISOSPORA STAIN,"Smear, primary source with interpretation; fluorescent and/or acid fast stain for bacteria, fungi, parasites, viruses or cell types","87206"
6792,SALMONELLA TOTAL AB,Antibody; Salmonella,"86768"
177150,MR CRDC MRPH/FUNC/STRS W/WO CO,"Cardiac magnetic resonance imaging for morphology and function without contrast material(s), followed by contrast material(s) and further sequences; with stress imaging","75563"
4633,"TRANSTEMPORAL APPROACH TO POSTERIOR CRANIAL FOSSA, JUGULAR FORAMEN OR MIDLINE SKULL BASE, INCLUDI…AND/OR FACIAL NERVE, WITH OR WITHOUT MOBILIZATION","Transtemporal approach to posterior cranial fossa, jugular foramen or midline skull base, including mastoidectomy, decompression of sigmoid sinus and/or facial nerve, with or without mobilization","61595"
3944,"URETERAL ENDOSCOPY THROUGH URETEROTOMY, WITH OR WITHOUT IRRIGATION, INSTILLATION, OR URETEROPYELO…LGURATION AND/OR INCISION, WITH OR WITHOUT BIOPSY","Ureteral endoscopy through ureterotomy, with or without irrigation, instillation, or ureteropyelography, exclusive of radiologic service; with fulguration and/or incision, with or without biopsy","50976"
3061,"UNLISTED PROCEDURE, DIAPHRAGM","Unlisted procedure, diaphragm","39599"
2438,OPEN CLOSURE OF MAJOR BRONCHIAL FISTULA,Open closure of major bronchial fistula,"32815"
3541,"SIGMOIDOSCOPY, FLEXIBLE; WITH ENDOSCOPIC ULTRASOUND EXAMINATION","Sigmoidoscopy, flexible; with endoscopic ultrasound examination","45341"
