"SchemaName","Source","EpicConceptId","EpicConceptCode","EpicConceptName","EpicConceptValue","NumUses"
cdm_std,Procedures,0,*Unspecified,*Unspecified,BV/VAGINITIS PNL DNA PRB,123132
cdm_std,Procedures,0,No matching concept,No matching concept,BV/VAGINITIS PNL DNA PRB,123132
cdm_std,Procedures,0,No matching concept,No matching concept,C DIFFICILE TOXIN A&B,231344
cdm_std,Procedures,0,*Unspecified,*Unspecified,C DIFFICILE TOXIN A&B,231344
cdm_std,Procedures,0,*Unspecified,*Unspecified,C REACTIVE PROTEIN,1564352
cdm_std,Procedures,0,No matching concept,No matching concept,C REACTIVE PROTEIN,1564352
cdm_std,Procedures,0,No matching concept,No matching concept,C REACTIVE PROTEIN HS,1011016
cdm_std,Procedures,0,*Unspecified,*Unspecified,C REACTIVE PROTEIN HS,1011016
cdm_std,Procedures,0,*Unspecified,*Unspecified,CA - 125,196768
cdm_std,Procedures,0,No matching concept,No matching concept,CA - 125,196768
cdm_std,Procedures,0,No matching concept,No matching concept,CA 19-9,175428
cdm_std,Procedures,0,*Unspecified,*Unspecified,CA 19-9,175428
cdm_std,Procedures,0,*Unspecified,*Unspecified,CA 27-29,163544
cdm_std,Procedures,0,No matching concept,No matching concept,CA 27-29,163544
cdm_std,Procedures,0,No matching concept,No matching concept,CALCIUM-BLD,1743108
cdm_std,Procedures,0,*Unspecified,*Unspecified,CALCIUM-BLD,1743108
cdm_std,Procedures,0,*Unspecified,*Unspecified,"CALCIUM-IONIZED, VEN",182452
cdm_std,Procedures,0,No matching concept,No matching concept,"CALCIUM-IONIZED, VEN",182452
cdm_std,Procedures,0,No matching concept,No matching concept,"CALCIUM-IONIZED-WB, ART",909504
cdm_std,Procedures,0,*Unspecified,*Unspecified,"CALCIUM-IONIZED-WB, ART",909504
cdm_std,Procedures,0,*Unspecified,*Unspecified,CARBON DIOXIDE-BLD,112036
cdm_std,Procedures,0,No matching concept,No matching concept,CARBON DIOXIDE-BLD,112036
cdm_std,Procedures,0,No matching concept,No matching concept,CARCINOEMBRYONIC ANTIGEN(AKA CEA),509460
cdm_std,Procedures,0,*Unspecified,*Unspecified,CARCINOEMBRYONIC ANTIGEN(AKA CEA),509460
cdm_std,Procedures,0,*Unspecified,*Unspecified,CARDIAC CATH (CVI),883180
cdm_std,Procedures,0,No matching concept,No matching concept,CARDIAC CATH (CVI),883180
cdm_std,Procedures,0,No matching concept,No matching concept,CARDIAC PROFILE,592624
cdm_std,Procedures,0,*Unspecified,*Unspecified,CARDIAC PROFILE,592624
cdm_std,Procedures,0,*Unspecified,*Unspecified,CASHEW NUT,104232
cdm_std,Procedures,0,No matching concept,No matching concept,CASHEW NUT,104232
cdm_std,Procedures,0,No matching concept,No matching concept,CBC+PLATELET,10479140
cdm_std,Procedures,0,*Unspecified,*Unspecified,CBC+PLATELET,10479140
cdm_std,Procedures,0,*Unspecified,*Unspecified,CBC+PLT+DIFF,34450124
cdm_std,Procedures,0,No matching concept,No matching concept,CBC+PLT+DIFF,34450124
cdm_std,Procedures,0,No matching concept,No matching concept,CELIAC SEROLOGY (IGA) WITH REFLEX TESTING,114680
cdm_std,Procedures,0,*Unspecified,*Unspecified,CELIAC SEROLOGY (IGA) WITH REFLEX TESTING,114680
cdm_std,Procedures,0,*Unspecified,*Unspecified,CENTRAL LINE - CONTINUE,134012
cdm_std,Procedures,0,No matching concept,No matching concept,CENTRAL LINE - CONTINUE,134012
cdm_std,Procedures,0,No matching concept,No matching concept,CESAREAN SECTION,161664
cdm_std,Procedures,0,*Unspecified,*Unspecified,CESAREAN SECTION,161664
cdm_std,Procedures,0,*Unspecified,*Unspecified,CHEM 7,3076340
cdm_std,Procedures,0,No matching concept,No matching concept,CHEM 7,3076340
cdm_std,Procedures,0,No matching concept,No matching concept,CHEM 8+ (POCT),555016
cdm_std,Procedures,0,*Unspecified,*Unspecified,CHEM 8+ (POCT),555016
cdm_std,Procedures,0,*Unspecified,*Unspecified,"CHLAMYDIA/GC DNA AMP, SWAB OR URINE",1552040
cdm_std,Procedures,0,No matching concept,No matching concept,"CHLAMYDIA/GC DNA AMP, SWAB OR URINE",1552040
cdm_std,Procedures,0,No matching concept,No matching concept,CHLAMYDIA/GC DNA PROBE,106328
cdm_std,Procedures,0,*Unspecified,*Unspecified,CHLAMYDIA/GC DNA PROBE,106328
cdm_std,Procedures,0,*Unspecified,*Unspecified,CHLAMYDIA/GONOCOCCUS NAA,207908
cdm_std,Procedures,0,No matching concept,No matching concept,CHLAMYDIA/GONOCOCCUS NAA,207908
cdm_std,Procedures,0,No matching concept,No matching concept,"CHOLESTEROL-TOTAL, SERUM",262320
cdm_std,Procedures,0,*Unspecified,*Unspecified,"CHOLESTEROL-TOTAL, SERUM",262320
cdm_std,Procedures,0,*Unspecified,*Unspecified,CK (CPK),1923968
cdm_std,Procedures,0,No matching concept,No matching concept,CK (CPK),1923968
cdm_std,Procedures,0,No matching concept,No matching concept,CK MB,159464
cdm_std,Procedures,0,*Unspecified,*Unspecified,CK MB,159464
cdm_std,Procedures,0,*Unspecified,*Unspecified,CK-MB MASS,439904
cdm_std,Procedures,0,No matching concept,No matching concept,CK-MB MASS,439904
cdm_std,Procedures,0,*Unspecified,*Unspecified,"CMV DNA PCR, QUANT, BLOOD",153388
cdm_std,Procedures,0,No matching concept,No matching concept,"CMV DNA PCR, QUANT, BLOOD",153388
cdm_std,Procedures,0,No matching concept,No matching concept,CMV IGG AB,143124
cdm_std,Procedures,0,*Unspecified,*Unspecified,CMV IGG AB,143124
cdm_std,Procedures,0,*Unspecified,*Unspecified,COLONOSCOPY,611408
cdm_std,Procedures,0,No matching concept,No matching concept,COLONOSCOPY,611408
cdm_std,Procedures,0,No matching concept,No matching concept,COMP.METABOLIC+PREALBUMIN,164316
cdm_std,Procedures,0,*Unspecified,*Unspecified,COMP.METABOLIC+PREALBUMIN,164316
cdm_std,Procedures,0,*Unspecified,*Unspecified,COMPLEMENT C3,159740
cdm_std,Procedures,0,No matching concept,No matching concept,COMPLEMENT C3,159740
cdm_std,Procedures,0,No matching concept,No matching concept,COMPLEMENT C4,172252
cdm_std,Procedures,0,*Unspecified,*Unspecified,COMPLEMENT C4,172252
cdm_std,Procedures,0,*Unspecified,*Unspecified,COMPREHENSIVE METABOLIC PANEL,19028716
cdm_std,Procedures,0,No matching concept,No matching concept,COMPREHENSIVE METABOLIC PANEL,19028716
cdm_std,Procedures,0,No matching concept,No matching concept,CORD BLOOD EVALUATION,544380
cdm_std,Procedures,0,*Unspecified,*Unspecified,CORD BLOOD EVALUATION,544380
cdm_std,Procedures,0,No matching concept,No matching concept,"CORTISOL, AM OR PM (RANDOM) SERUM",228904
cdm_std,Procedures,0,*Unspecified,*Unspecified,"CORTISOL, AM OR PM (RANDOM) SERUM",228904
cdm_std,Procedures,0,No matching concept,No matching concept,COVID-19 ANTIBODY ASSAY,224652
cdm_std,Procedures,0,*Unspecified,*Unspecified,COVID-19 ANTIBODY ASSAY,224652
cdm_std,Procedures,0,No matching concept,No matching concept,CPK AND CPK-MB,610920
cdm_std,Procedures,0,*Unspecified,*Unspecified,CPK AND CPK-MB,610920
cdm_std,Procedures,0,No matching concept,No matching concept,CREATININE-SERUM,1700924
cdm_std,Procedures,0,*Unspecified,*Unspecified,CREATININE-SERUM,1700924
cdm_std,Procedures,0,No matching concept,No matching concept,CREATININE-URINE RANDOM,447552
cdm_std,Procedures,0,*Unspecified,*Unspecified,CREATININE-URINE RANDOM,447552
cdm_std,Procedures,0,No matching concept,No matching concept,"CREATININE-WB, VEN",153968
cdm_std,Procedures,0,*Unspecified,*Unspecified,"CREATININE-WB, VEN",153968
cdm_std,Procedures,0,No matching concept,No matching concept,CSF-CELL COUNT AND DIFF,137080
cdm_std,Procedures,0,*Unspecified,*Unspecified,CSF-CELL COUNT AND DIFF,137080
cdm_std,Procedures,0,*Unspecified,*Unspecified,CT ABDOMEN & PELVIS W CONTRAST,835628
cdm_std,Procedures,0,No matching concept,No matching concept,CT ABDOMEN & PELVIS W CONTRAST,835628
cdm_std,Procedures,0,No matching concept,No matching concept,CT ABDOMEN & PELVIS W/WO CONTRAST,134060
cdm_std,Procedures,0,*Unspecified,*Unspecified,CT ABDOMEN & PELVIS W/WO CONTRAST,134060
cdm_std,Procedures,0,*Unspecified,*Unspecified,CT ABDOMEN & PELVIS WO CONTRAST,491936
cdm_std,Procedures,0,No matching concept,No matching concept,CT ABDOMEN & PELVIS WO CONTRAST,491936
cdm_std,Procedures,0,No matching concept,No matching concept,CT ANGIO CHEST W CONTRAST,195788
cdm_std,Procedures,0,*Unspecified,*Unspecified,CT ANGIO CHEST W CONTRAST,195788
cdm_std,Procedures,0,*Unspecified,*Unspecified,CT ANGIO CHEST W/WO CONTRAST,120372
cdm_std,Procedures,0,No matching concept,No matching concept,CT ANGIO CHEST W/WO CONTRAST,120372
cdm_std,Procedures,0,No matching concept,No matching concept,CT CHEST & ABDOMEN & PELVIS W CONTRAST,183580
cdm_std,Procedures,0,*Unspecified,*Unspecified,CT CHEST & ABDOMEN & PELVIS W CONTRAST,183580
cdm_std,Procedures,0,*Unspecified,*Unspecified,CT CHEST W CONTRAST,179776
cdm_std,Procedures,0,No matching concept,No matching concept,CT CHEST W CONTRAST,179776
cdm_std,Procedures,0,No matching concept,No matching concept,CT CHEST WO CONTRAST,543468
cdm_std,Procedures,0,*Unspecified,*Unspecified,CT CHEST WO CONTRAST,543468
cdm_std,Procedures,0,*Unspecified,*Unspecified,CT HEAD WO CONTRAST,1624880
cdm_std,Procedures,0,No matching concept,No matching concept,CT HEAD WO CONTRAST,1624880
cdm_std,Procedures,0,No matching concept,No matching concept,CT NECK W CONTRAST,130392
cdm_std,Procedures,0,*Unspecified,*Unspecified,CT NECK W CONTRAST,130392
cdm_std,Procedures,0,*Unspecified,*Unspecified,CT SINUSES WO CONTRAST,131176
cdm_std,Procedures,0,No matching concept,No matching concept,CT SINUSES WO CONTRAST,131176
cdm_std,Procedures,0,No matching concept,No matching concept,CT SPINE CERVICAL WO CONTRAST,211720
cdm_std,Procedures,0,*Unspecified,*Unspecified,CT SPINE CERVICAL WO CONTRAST,211720
cdm_std,Procedures,0,*Unspecified,*Unspecified,"CULTURE, BODY FLUID, AEROBIC AND ANAEROBIC",239608
cdm_std,Procedures,0,No matching concept,No matching concept,"CULTURE, BODY FLUID, AEROBIC AND ANAEROBIC",239608
cdm_std,Procedures,0,No matching concept,No matching concept,CULTURE-AFB RESPIRATORY,115940
cdm_std,Procedures,0,*Unspecified,*Unspecified,CULTURE-AFB RESPIRATORY,115940
cdm_std,Procedures,0,*Unspecified,*Unspecified,CULTURE-ANAEROBIC,116760
cdm_std,Procedures,0,No matching concept,No matching concept,CULTURE-ANAEROBIC,116760
cdm_std,Procedures,0,No matching concept,No matching concept,CULTURE-BLOOD,3343844
cdm_std,Procedures,0,*Unspecified,*Unspecified,CULTURE-BLOOD,3343844
cdm_std,Procedures,0,*Unspecified,*Unspecified,"CULTURE-FUNGUS, OTHER",243780
cdm_std,Procedures,0,No matching concept,No matching concept,"CULTURE-FUNGUS, OTHER",243780
cdm_std,Procedures,0,No matching concept,No matching concept,CULTURE-GENITAL,113984
cdm_std,Procedures,0,*Unspecified,*Unspecified,CULTURE-GENITAL,113984
cdm_std,Procedures,0,*Unspecified,*Unspecified,CULTURE-OTHER,173524
cdm_std,Procedures,0,No matching concept,No matching concept,CULTURE-OTHER,173524
cdm_std,Procedures,0,No matching concept,No matching concept,CULTURE-RESPIRATORY,277804
cdm_std,Procedures,0,*Unspecified,*Unspecified,CULTURE-RESPIRATORY,277804
cdm_std,Procedures,0,*Unspecified,*Unspecified,CULTURE-STOOL,145088
cdm_std,Procedures,0,No matching concept,No matching concept,CULTURE-STOOL,145088
cdm_std,Procedures,0,No matching concept,No matching concept,CULTURE-THROAT,508324
cdm_std,Procedures,0,*Unspecified,*Unspecified,CULTURE-THROAT,508324
cdm_std,Procedures,0,*Unspecified,*Unspecified,CULTURE-URINE BACTERIAL,3679072
cdm_std,Procedures,0,No matching concept,No matching concept,CULTURE-URINE BACTERIAL,3679072
cdm_std,Procedures,0,No matching concept,No matching concept,CULTURE-WOUND,252136
cdm_std,Procedures,0,*Unspecified,*Unspecified,CULTURE-WOUND,252136
cdm_std,Procedures,0,*Unspecified,*Unspecified,CYCLIC CIT PEPTIDE IGG AB,132696
cdm_std,Procedures,0,No matching concept,No matching concept,CYCLIC CIT PEPTIDE IGG AB,132696
cdm_std,Procedures,0,No matching concept,No matching concept,CYCLOSPORINE,208840
cdm_std,Procedures,0,*Unspecified,*Unspecified,CYCLOSPORINE,208840
cdm_std,Procedures,0,*Unspecified,*Unspecified,"CYTOLOGY, GU",109316
cdm_std,Procedures,0,No matching concept,No matching concept,"CYTOLOGY, GU",109316
cdm_std,Procedures,0,No matching concept,No matching concept,"CYTOLOGY, GYN",967128
cdm_std,Procedures,0,*Unspecified,*Unspecified,"CYTOLOGY, GYN",967128
cdm_std,Procedures,0,*Unspecified,*Unspecified,CYTOPATHOLOGY,1245468
cdm_std,Procedures,0,No matching concept,No matching concept,CYTOPATHOLOGY,1245468
cdm_std,Procedures,0,*Unspecified,*Unspecified,DERMATOPATHOLOGY,261400
cdm_std,Procedures,0,No matching concept,No matching concept,DERMATOPATHOLOGY,261400
cdm_std,Procedures,0,No matching concept,No matching concept,"DEXA BONE DENSITY, AXIAL SKELETON",240032
cdm_std,Procedures,0,*Unspecified,*Unspecified,"DEXA BONE DENSITY, AXIAL SKELETON",240032
cdm_std,Procedures,0,*Unspecified,*Unspecified,DHEA SULFATE,105056
cdm_std,Procedures,0,No matching concept,No matching concept,DHEA SULFATE,105056
cdm_std,Procedures,0,No matching concept,No matching concept,DIGOXIN-BLD,249632
cdm_std,Procedures,0,*Unspecified,*Unspecified,DIGOXIN-BLD,249632
cdm_std,Procedures,0,*Unspecified,*Unspecified,DISCHARGE PATIENT,214880
cdm_std,Procedures,0,No matching concept,No matching concept,DISCHARGE PATIENT,214880
cdm_std,Procedures,0,No matching concept,No matching concept,DISCHARGE PATIENT FROM ED,163400
cdm_std,Procedures,0,*Unspecified,*Unspecified,DISCHARGE PATIENT FROM ED,163400
cdm_std,Procedures,0,*Unspecified,*Unspecified,"DRUGS OF ABUSE SCREEN, URINE",423220
cdm_std,Procedures,0,No matching concept,No matching concept,"DRUGS OF ABUSE SCREEN, URINE",423220
cdm_std,Procedures,0,No matching concept,No matching concept,"DTAP-HIB-IP VACCINE, IM",169300
cdm_std,Procedures,0,*Unspecified,*Unspecified,"DTAP-HIB-IP VACCINE, IM",169300
cdm_std,Procedures,0,*Unspecified,*Unspecified,EBV CAPSID AG (IGG AB),100088
cdm_std,Procedures,0,No matching concept,No matching concept,EBV CAPSID AG (IGG AB),100088
cdm_std,Procedures,0,No matching concept,No matching concept,ECHOCARDIOGRAM STRESS TEST (TREADMILL STRESS ECHO),162588
cdm_std,Procedures,0,*Unspecified,*Unspecified,ECHOCARDIOGRAM STRESS TEST (TREADMILL STRESS ECHO),162588
cdm_std,Procedures,0,*Unspecified,*Unspecified,"ECHOCARDIOGRAPHY, TRANSTHORACIC, REAL-TIME WITH IMAGE DOCUMENTATION (2D), INCLUDES M-MODE RECORDING, WHEN PERFORMED, COMPLETE, WITHOUT SPECTRAL OR COLOR DOPPLER ECHOCARDIOGRAPHY",363700
cdm_std,Procedures,0,No matching concept,No matching concept,"ECHOCARDIOGRAPHY, TRANSTHORACIC, REAL-TIME WITH IMAGE DOCUMENTATION (2D), INCLUDES M-MODE RECORDING, WHEN PERFORMED, COMPLETE, WITHOUT SPECTRAL OR COLOR DOPPLER ECHOCARDIOGRAPHY",363700
cdm_std,Procedures,0,No matching concept,No matching concept,ED ABDOMINAL PAIN PANEL,200672
cdm_std,Procedures,0,*Unspecified,*Unspecified,ED ABDOMINAL PAIN PANEL,200672
cdm_std,Procedures,0,*Unspecified,*Unspecified,ED ADMIT TO INPATIENT,381856
cdm_std,Procedures,0,No matching concept,No matching concept,ED ADMIT TO INPATIENT,381856
cdm_std,Procedures,0,No matching concept,No matching concept,EEG,149840
cdm_std,Procedures,0,*Unspecified,*Unspecified,EEG,149840
cdm_std,Procedures,0,*Unspecified,*Unspecified,EGD,239824
cdm_std,Procedures,0,No matching concept,No matching concept,EGD,239824
cdm_std,Procedures,0,No matching concept,No matching concept,EGFR TEST CALCULATION,6156308
cdm_std,Procedures,0,*Unspecified,*Unspecified,EGFR TEST CALCULATION,6156308
cdm_std,Procedures,0,*Unspecified,*Unspecified,"ELECTROCARDIOGRAM, COMPLETE",14124908
cdm_std,Procedures,0,No matching concept,No matching concept,"ELECTROCARDIOGRAM, COMPLETE",14124908
cdm_std,Procedures,0,No matching concept,No matching concept,"ELECTROCARDIOGRAM, TRACING",2987272
cdm_std,Procedures,0,*Unspecified,*Unspecified,"ELECTROCARDIOGRAM, TRACING",2987272
cdm_std,Procedures,0,*Unspecified,*Unspecified,ELECTROLYTES-URINE,270056
cdm_std,Procedures,0,No matching concept,No matching concept,ELECTROLYTES-URINE,270056
cdm_std,Procedures,0,*Unspecified,*Unspecified,ESTRADIOL,165992
cdm_std,Procedures,0,No matching concept,No matching concept,ESTRADIOL,165992
cdm_std,Procedures,0,*Unspecified,*Unspecified,EXTERNALLY PERFORMED LAB ORDER,108972
cdm_std,Procedures,0,No matching concept,No matching concept,EXTERNALLY PERFORMED LAB ORDER,108972
cdm_std,Procedures,0,No matching concept,No matching concept,FERRITIN,2052296
cdm_std,Procedures,0,*Unspecified,*Unspecified,FERRITIN,2052296
cdm_std,Procedures,0,*Unspecified,*Unspecified,FIBRIN DEGRAD-DIMER,941672
cdm_std,Procedures,0,No matching concept,No matching concept,FIBRIN DEGRAD-DIMER,941672
cdm_std,Procedures,0,No matching concept,No matching concept,FIBRINOGEN,895340
cdm_std,Procedures,0,*Unspecified,*Unspecified,FIBRINOGEN,895340
cdm_std,Procedures,0,*Unspecified,*Unspecified,FIBRINOGEN-STAT LAB,301372
cdm_std,Procedures,0,No matching concept,No matching concept,FIBRINOGEN-STAT LAB,301372
cdm_std,Procedures,0,No matching concept,No matching concept,FLUID CELL CNT AND DIFF,235192
cdm_std,Procedures,0,*Unspecified,*Unspecified,FLUID CELL CNT AND DIFF,235192
cdm_std,Procedures,0,*Unspecified,*Unspecified,FLUORO SPINAL PROCEDURE,131284
cdm_std,Procedures,0,No matching concept,No matching concept,FLUORO SPINAL PROCEDURE,131284
cdm_std,Procedures,0,No matching concept,No matching concept,FOLATE-SERUM,467180
cdm_std,Procedures,0,*Unspecified,*Unspecified,FOLATE-SERUM,467180
cdm_std,Procedures,0,*Unspecified,*Unspecified,FOLEY CATHETER - CONTINUE,1019108
cdm_std,Procedures,0,No matching concept,No matching concept,FOLEY CATHETER - CONTINUE,1019108
cdm_std,Procedures,0,No matching concept,No matching concept,FOLEY CATHETER - REMOVE,136160
cdm_std,Procedures,0,*Unspecified,*Unspecified,FOLEY CATHETER - REMOVE,136160
cdm_std,Procedures,0,*Unspecified,*Unspecified,FOLICLE STIMULATIN HORMONE,225848
cdm_std,Procedures,0,No matching concept,No matching concept,FOLICLE STIMULATIN HORMONE,225848
cdm_std,Procedures,0,No matching concept,No matching concept,"FREE K+L LT. CHAINS,QN,S (OLD SPA)",117832
cdm_std,Procedures,0,*Unspecified,*Unspecified,"FREE K+L LT. CHAINS,QN,S (OLD SPA)",117832
cdm_std,Procedures,0,*Unspecified,*Unspecified,"FREE K+L LT. CHAINS,QUANT-SERUM",172408
cdm_std,Procedures,0,No matching concept,No matching concept,"FREE K+L LT. CHAINS,QUANT-SERUM",172408
cdm_std,Procedures,0,No matching concept,No matching concept,FRESH FROZEN PLSMA THAWED,483640
cdm_std,Procedures,0,*Unspecified,*Unspecified,FRESH FROZEN PLSMA THAWED,483640
cdm_std,Procedures,0,*Unspecified,*Unspecified,FSH-PED,106588
cdm_std,Procedures,0,No matching concept,No matching concept,FSH-PED,106588
cdm_std,Procedures,0,No matching concept,No matching concept,GAMMA GTP-BLD,2066040
cdm_std,Procedures,0,*Unspecified,*Unspecified,GAMMA GTP-BLD,2066040
cdm_std,Procedures,0,*Unspecified,*Unspecified,GLUCOSE (POCT) BY METER,27207060
cdm_std,Procedures,0,No matching concept,No matching concept,GLUCOSE (POCT) BY METER,27207060
cdm_std,Procedures,0,No matching concept,No matching concept,GLUCOSE PLASMA (GREY TOP),173224
cdm_std,Procedures,0,*Unspecified,*Unspecified,GLUCOSE PLASMA (GREY TOP),173224
cdm_std,Procedures,0,*Unspecified,*Unspecified,GLUCOSE-BLOOD,192232
cdm_std,Procedures,0,No matching concept,No matching concept,GLUCOSE-BLOOD,192232
cdm_std,Procedures,0,No matching concept,No matching concept,GLUCOSE-CSF,103136
cdm_std,Procedures,0,*Unspecified,*Unspecified,GLUCOSE-CSF,103136
cdm_std,Procedures,0,*Unspecified,*Unspecified,"GLUCOSE-WB, ART",807144
cdm_std,Procedures,0,No matching concept,No matching concept,"GLUCOSE-WB, ART",807144
cdm_std,Procedures,0,No matching concept,No matching concept,"GLUCOSE-WB, VEN",129912
cdm_std,Procedures,0,*Unspecified,*Unspecified,"GLUCOSE-WB, VEN",129912
cdm_std,Procedures,0,*Unspecified,*Unspecified,GRAM STAIN,261676
cdm_std,Procedures,0,No matching concept,No matching concept,GRAM STAIN,261676
cdm_std,Procedures,0,No matching concept,No matching concept,GROUP B STREP,167596
cdm_std,Procedures,0,*Unspecified,*Unspecified,GROUP B STREP,167596
cdm_std,Procedures,0,*Unspecified,*Unspecified,HAPTOGLOBIN,293884
cdm_std,Procedures,0,No matching concept,No matching concept,HAPTOGLOBIN,293884
cdm_std,Procedures,0,No matching concept,No matching concept,HAZELNUT,111112
cdm_std,Procedures,0,*Unspecified,*Unspecified,HAZELNUT,111112
cdm_std,Procedures,0,*Unspecified,*Unspecified,"HCG, SERUM, QUANTITATIVE",975512
cdm_std,Procedures,0,No matching concept,No matching concept,"HCG, SERUM, QUANTITATIVE",975512
cdm_std,Procedures,0,No matching concept,No matching concept,HEMATOCRIT (NEONATE),170424
cdm_std,Procedures,0,*Unspecified,*Unspecified,HEMATOCRIT (NEONATE),170424
cdm_std,Procedures,0,No matching concept,No matching concept,"HEMATOCRIT-WB, VEN",138492
cdm_std,Procedures,0,*Unspecified,*Unspecified,"HEMATOCRIT-WB, VEN",138492
cdm_std,Procedures,0,No matching concept,No matching concept,HEMOGLOBIN - VEN,184224
cdm_std,Procedures,0,*Unspecified,*Unspecified,HEMOGLOBIN - VEN,184224
cdm_std,Procedures,0,No matching concept,No matching concept,HEMOGLOBIN A1C,6119356
cdm_std,Procedures,0,*Unspecified,*Unspecified,HEMOGLOBIN A1C,6119356
cdm_std,Procedures,0,No matching concept,No matching concept,HEMOGLOBIN A1C (POCT),187548
cdm_std,Procedures,0,*Unspecified,*Unspecified,HEMOGLOBIN A1C (POCT),187548
cdm_std,Procedures,0,No matching concept,No matching concept,HEMOGLOBIN FRACTIONATION,273260
cdm_std,Procedures,0,*Unspecified,*Unspecified,HEMOGLOBIN FRACTIONATION,273260
cdm_std,Procedures,0,No matching concept,No matching concept,"HEMOGLOBIN, ARTERIAL, VIA BLOOD GAS",848372
cdm_std,Procedures,0,*Unspecified,*Unspecified,"HEMOGLOBIN, ARTERIAL, VIA BLOOD GAS",848372
cdm_std,Procedures,0,*Unspecified,*Unspecified,"HEP B VIRUS DNA QNT, PCR",188740
cdm_std,Procedures,0,No matching concept,No matching concept,"HEP B VIRUS DNA QNT, PCR",188740
cdm_std,Procedures,0,No matching concept,No matching concept,HEPATIC FUNCTION PANEL,4219400
cdm_std,Procedures,0,*Unspecified,*Unspecified,HEPATIC FUNCTION PANEL,4219400
cdm_std,Procedures,0,*Unspecified,*Unspecified,HEPATITIS A AB IGG,118152
cdm_std,Procedures,0,No matching concept,No matching concept,HEPATITIS A AB IGG,118152
cdm_std,Procedures,0,No matching concept,No matching concept,HEPATITIS A AB TOTAL (IMMUNIZATION STATUS),216212
cdm_std,Procedures,0,*Unspecified,*Unspecified,HEPATITIS A AB TOTAL (IMMUNIZATION STATUS),216212
cdm_std,Procedures,0,*Unspecified,*Unspecified,HEPATITIS A IGM (ACUTE INFECTION),207608
cdm_std,Procedures,0,No matching concept,No matching concept,HEPATITIS A IGM (ACUTE INFECTION),207608
cdm_std,Procedures,0,No matching concept,No matching concept,HEPATITIS B CORE AB IGM,206992
cdm_std,Procedures,0,*Unspecified,*Unspecified,HEPATITIS B CORE AB IGM,206992
cdm_std,Procedures,0,*Unspecified,*Unspecified,HEPATITIS B CORE AB TOTAL,685216
cdm_std,Procedures,0,No matching concept,No matching concept,HEPATITIS B CORE AB TOTAL,685216
cdm_std,Procedures,0,No matching concept,No matching concept,HEPATITIS B SURFACE AB QUAL,868456
cdm_std,Procedures,0,*Unspecified,*Unspecified,HEPATITIS B SURFACE AB QUAL,868456
cdm_std,Procedures,0,*Unspecified,*Unspecified,HEPATITIS B SURFACE AG,1457792
cdm_std,Procedures,0,No matching concept,No matching concept,HEPATITIS B SURFACE AG,1457792
cdm_std,Procedures,0,No matching concept,No matching concept,HEPATITIS B SURFACE AG AND AB,307012
cdm_std,Procedures,0,*Unspecified,*Unspecified,HEPATITIS B SURFACE AG AND AB,307012
cdm_std,Procedures,0,*Unspecified,*Unspecified,HEPATITIS C VIRUS ANTIBODY WITH REFLEX TO PCR,1790696
cdm_std,Procedures,0,No matching concept,No matching concept,HEPATITIS C VIRUS ANTIBODY WITH REFLEX TO PCR,1790696
cdm_std,Procedures,0,No matching concept,No matching concept,HEPATITIS C VIRUS RNA QUANT.,321660
cdm_std,Procedures,0,*Unspecified,*Unspecified,HEPATITIS C VIRUS RNA QUANT.,321660
cdm_std,Procedures,0,*Unspecified,*Unspecified,"HIV 1 AG, HIV 1/2 AB",215520
cdm_std,Procedures,0,No matching concept,No matching concept,"HIV 1 AG, HIV 1/2 AB",215520
cdm_std,Procedures,0,*Unspecified,*Unspecified,"HIV 1/2, POST-EXPOSURE/OB/ED RAPID TEST",154868
cdm_std,Procedures,0,No matching concept,No matching concept,"HIV 1/2, POST-EXPOSURE/OB/ED RAPID TEST",154868
cdm_std,Procedures,0,*Unspecified,*Unspecified,"HIV 1/2, ROUTINE TEST (ANTIGEN/ANTIBODY WITH REFLEX TO CONFIRMATORY)",1379372
cdm_std,Procedures,0,No matching concept,No matching concept,"HIV 1/2, ROUTINE TEST (ANTIGEN/ANTIBODY WITH REFLEX TO CONFIRMATORY)",1379372
cdm_std,Procedures,0,*Unspecified,*Unspecified,"HIV1 AG, 2AB",117252
cdm_std,Procedures,0,No matching concept,No matching concept,"HIV1 AG, 2AB",117252
cdm_std,Procedures,0,*Unspecified,*Unspecified,HIV-1 PANEL,132348
cdm_std,Procedures,0,No matching concept,No matching concept,HIV-1 PANEL,132348
cdm_std,Procedures,0,*Unspecified,*Unspecified,HIV-1/HIV-2 PANEL,283956
cdm_std,Procedures,0,No matching concept,No matching concept,HIV-1/HIV-2 PANEL,283956
cdm_std,Procedures,0,*Unspecified,*Unspecified,HNP,126024
cdm_std,Procedures,0,No matching concept,No matching concept,HNP,126024
cdm_std,Procedures,0,*Unspecified,*Unspecified,"HOMOCYSTEINE,QUANT",228044
cdm_std,Procedures,0,No matching concept,No matching concept,"HOMOCYSTEINE,QUANT",228044
cdm_std,Procedures,0,*Unspecified,*Unspecified,"HPV TYPES 6,11,16,18,33,45,52,58 NONAVALENT, 3DOSE, INTRAMUSCULAR",148040
cdm_std,Procedures,0,No matching concept,No matching concept,"HPV TYPES 6,11,16,18,33,45,52,58 NONAVALENT, 3DOSE, INTRAMUSCULAR",148040
cdm_std,Procedures,0,No matching concept,No matching concept,HX APPENDECTOMY,149904
